Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_2	CDS	VOC_domain-containing_protein	1526579	1526966	1	1	490	490.0	100.0%	complete
contig_3	CDS	pantetheine-phosphate_adenylyltransferase	561847	562360	1	1	2341	2341.0	100.0%	complete
contig_3	CDS	Nucleotidyltransferase	984212	985037	1	1	299	299.0	100.0%	complete
contig_2	CDS	ArsI/CadI_family_heavy_metal_resistance_metalloenzyme	70619	71054	1	1	49	49.0	100.0%	complete
contig_3	CDS	XRE_family_transcriptional_regulator	1401676	1402897	1	1	6698	6698.0	100.0%	complete
contig_3	CDS	MalT-like_TPR_region_domain-containing_protein	1931567	1932656	1	1	247	247.0	100.0%	complete
contig_2	CDS	RecD_helicase-like_helix-hairpin-helix_domain-containing_protein	1853688	1856022	1	1	1053	1053.0	100.0%	complete
contig_3	CDS	Knr4/Smi1-like_domain-containing_protein	2782997	2783753	1	1	131	131.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	4227156	4228053	1	1	212	212.0	100.0%	complete
contig_2	CDS	Sugar_hydrolase	3071679	3072732	1	1	112	112.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	4818730	4819174	1	1	1379	1379.0	100.0%	complete
contig_3	CDS	4'-phosphopantetheinyl_transferase	1044268	1044928	1	1	3119	3119.0	100.0%	complete
contig_2	CDS	Oxidoreductase	4735091	4736039	1	1	50	50.0	100.0%	complete
contig_2	CDS	ATP-dependent_RNA_helicase_HrpA	3899580	3903576	1	1	738	738.0	100.0%	complete
contig_3	CDS	Acyl-CoA_dehydrogenase	1982954	1984139	1	1	15906	15906.0	100.0%	complete
contig_2	CDS	ArsR_family_transcriptional_regulator	3914211	3914733	1	1	2026	2026.0	100.0%	complete
contig_2	CDS	MFS_transporter	1534730	1536128	1	1	217	217.0	100.0%	complete
contig_3	CDS	Metallophosphoesterase	1044924	1045842	1	1	2880	2880.0	100.0%	complete
contig_2	CDS	MFS_transporter	1141901	1143140	1	1	1031	1031.0	100.0%	complete
contig_3	CDS	Histidine_kinase	1887179	1887839	1	1	167	167.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1637132	1637312	1	0	0	0.0	0.0%	empty
contig_3	CDS	Transcriptional_regulator_C_PadR-like_family	3006081	3006639	1	1	673	673.0	100.0%	complete
contig_2	CDS	formyltetrahydrofolate_deformylase	4955637	4956528	1	1	3185	3185.0	100.0%	complete
contig_3	CDS	DUF1700_domain-containing_protein	1294895	1295504	1	1	355	355.0	100.0%	complete
contig_3	CDS	ANTAR_domain-containing_protein	2374139	2374460	1	1	133	133.0	100.0%	complete
contig_2	CDS	ATP-binding_protein	4637547	4639635	1	1	41	41.0	100.0%	complete
contig_2	CDS	Ubiquinone/menaquinone_biosynthesis_methylase	1413064	1413844	1	1	167	167.0	100.0%	complete
contig_2	CDS	Cupin	468685	469126	1	1	146	146.0	100.0%	complete
contig_2	CDS	Secreted_protein_with_PEP-CTERM_sorting_signal	3173020	3173197	1	1	85	85.0	100.0%	complete
contig_2	CDS	FMN-dependent_monooxygenase	2596302	2597313	1	1	1480	1480.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2587676	2589206	1	1	1152	1152.0	100.0%	complete
contig_3	CDS	Cation_transporter	1359921	1360209	1	1	55	55.0	100.0%	complete
contig_2	CDS	Phosphotransferase	1872754	1873804	1	1	15722	15722.0	100.0%	complete
contig_2	CDS	GCN5_family_N-acetyltransferase	787266	787797	1	1	140	140.0	100.0%	complete
contig_2	CDS	Holliday_junction_branch_migration_DNA_helicase_RuvB	1669488	1670577	1	1	725	725.0	100.0%	complete
contig_3	CDS	Dihydrodipicolinate_synthase_family_protein	3025031	3025967	1	1	147	147.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	2320757	2321414	1	1	208	208.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	346372	347290	1	1	238	238.0	100.0%	complete
contig_3	CDS	Muramidase	423791	424346	1	1	5488	5488.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2374598	2374784	1	1	1994	1994.0	100.0%	complete
contig_3	CDS	DUF6207_domain-containing_protein	3039834	3040062	1	1	75	75.0	100.0%	complete
contig_2	CDS	methylmalonyl-CoA_mutase	5145322	5146903	1	1	1642	1642.0	100.0%	complete
contig_3	CDS	murein_tripeptide/oligopeptide_ABC_transporter_ATP_binding_protein_OppF	2951499	2953713	1	1	7	7.0	100.0%	complete
contig_2	CDS	adenosylhomocysteinase	3299683	3301141	1	1	60330	60330.0	100.0%	complete
contig_2	CDS	SURF1-like_protein	4495752	4496844	1	1	1875	1875.0	100.0%	complete
contig_2	CDS	Beta-ketoacyl-[acyl-carrier-protein]_synthase_III	2683678	2684725	1	1	9642	9642.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	1590196	1590505	1	1	142	142.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2471030	2471678	1	1	880	880.0	100.0%	complete
contig_2	CDS	HTH_araC/xylS-type_domain-containing_protein	3067675	3068944	1	1	120658	120658.0	100.0%	complete
contig_2	CDS	Xaa-Pro_aminopeptidase	4823659	4824736	1	1	144	144.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1262691	1262838	1	1	236	236.0	100.0%	complete
contig_2	CDS	succinate--CoA_ligase_subunit_alpha	5083839	5084724	1	1	118551	118551.0	100.0%	complete
contig_3	CDS	4'-phosphopantetheinyl_transferase_domain-containing_protein	2576037	2576694	1	0	0	0.0	0.0%	empty
contig_2	CDS	Haloalkane_dehalogenase	1217561	1218734	1	1	327	327.0	100.0%	complete
contig_2	CDS	thymidine_phosphorylase	5172648	5173926	1	1	2484	2484.0	100.0%	complete
contig_2	CDS	Esterase	4455329	4456502	1	1	4587	4587.0	100.0%	complete
contig_2	CDS	Membrane_protein	5287794	5290167	1	1	149	149.0	100.0%	complete
contig_2	CDS	hypothetical_protein	606752	607043	1	0	0	0.0	0.0%	empty
contig_3	cand_cluster	lanthipeptide-class-iii	2636705	2659324	18	16	141772	7876.22	88.9%	partly
contig_3	CDS	AAA+_ATPase_domain-containing_protein	1328563	1329706	1	1	1	1.0	100.0%	complete
contig_3	CDS	Prevent-host-death_family_protein	1411667	1412108	1	1	283	283.0	100.0%	complete
contig_3	CDS	Polyisoprenoid-binding_protein	520289	520907	1	1	76	76.0	100.0%	complete
contig_2	CDS	Glyoxalase/Bleomycin_resistance_protein/Dioxygenase_superfamily	4270920	4271379	1	1	538	538.0	100.0%	complete
contig_3	CDS	hypothetical_protein	701023	701167	1	1	56	56.0	100.0%	complete
contig_2	CDS	2-deoxy-scyllo-inosamine_dehydrogenase	2182356	2183373	1	1	1126	1126.0	100.0%	complete
contig_2	CDS	DUF4232_domain-containing_protein	4088305	4088944	1	1	287	287.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4006970	4007381	1	1	139	139.0	100.0%	complete
contig_2	CDS	Membrane_protein	2075051	2075477	1	1	50	50.0	100.0%	complete
contig_2	CDS	histidine_kinase	1975227	1977711	1	1	297	297.0	100.0%	complete
contig_2	CDS	dihydroxyacetone_kinase_subunit_DhaL	1444076	1444712	1	1	640	640.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	465615	466215	1	1	667	667.0	100.0%	complete
contig_3	CDS	Peptidase_M20_dimerisation_domain-containing_protein	1483891	1485268	1	1	6634	6634.0	100.0%	complete
contig_2	CDS	(2Fe-2S)_ferredoxin	934195	935353	1	1	67	67.0	100.0%	complete
contig_2	CDS	Ferredoxin	287808	288030	1	0	0	0.0	0.0%	empty
contig_2	CDS	ectoine/hydroxyectoine_ABC_transporter_substrate-binding_protein_EhuB	3101387	3102212	1	1	333	333.0	100.0%	complete
contig_2	CDS	Membrane_protein	1297885	1298845	1	1	106	106.0	100.0%	complete
contig_3	CDS	Putative_soluble_lytic_transglycosylase	1235909	1236746	1	1	437	437.0	100.0%	complete
contig_3	CDS	ABC_transporter_ATP-binding_protein	2365304	2365967	1	1	23819	23819.0	100.0%	complete
contig_2	CDS	Peptidase	3154922	3155348	1	1	3280	3280.0	100.0%	complete
contig_2	CDS	mycothiol_transferase	309545	310055	1	0	0	0.0	0.0%	empty
contig_2	CDS	nucleotide_exchange_factor_GrpE	3965645	3966341	1	1	13476	13476.0	100.0%	complete
contig_2	CDS	Gram-positive_cocci_surface_proteins_LPxTG_domain-containing_protein	4391736	4392348	1	1	1818	1818.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase	1373070	1374315	1	0	0	0.0	0.0%	empty
contig_3	CDS	hypothetical_protein	1591682	1592084	1	0	0	0.0	0.0%	empty
contig_2	CDS	Tc1-like_transposase_DDE_domain-containing_protein	143839	144391	1	0	0	0.0	0.0%	empty
contig_3	CDS	2-deoxy-scyllo-inosamine_dehydrogenase	2860166	2861165	1	1	541	541.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4193506	4194121	1	1	423	423.0	100.0%	complete
contig_2	CDS	Putative_permease	3406929	3408207	1	1	256	256.0	100.0%	complete
contig_3	CDS	ATPase	1570405	1571650	1	1	1053	1053.0	100.0%	complete
contig_2	CDS	short_chain_dehydrogenase	208592	209189	1	1	161	161.0	100.0%	complete
contig_3	CDS	N,N-dimethylformamidase_beta_subunit-like_C-terminal_domain-containing_protein	2892276	2893737	1	1	4317	4317.0	100.0%	complete
contig_2	CDS	HNH_endonuclease	1910299	1910575	1	0	0	0.0	0.0%	empty
contig_2	CDS	RNA_polymerase_sigma24_factor	4391036	4391711	1	1	286	286.0	100.0%	complete
contig_3	CDS	Alpha/beta_hydrolase	2304397	2305663	1	1	2042	2042.0	100.0%	complete
contig_2	CDS	Carbonate_dehydratase	1102541	1104992	1	1	77	77.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2061830	2062049	1	1	218	218.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4005540	4005879	1	1	478	478.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2646246	2646519	1	1	77	77.0	100.0%	complete
contig_2	CDS	DUF664_domain-containing_protein	4585733	4586282	1	1	516	516.0	100.0%	complete
contig_2	CDS	putative_membrane_transporter_protein	3527530	3528436	1	1	433	433.0	100.0%	complete
contig_2	CDS	SAV-6107-like_HEPN_domain-containing_protein	3384366	3384747	1	1	26	26.0	100.0%	complete
contig_3	CDS	Cyclase	2092454	2092895	1	1	133	133.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2739674	2739815	1	0	0	0.0	0.0%	empty
contig_3	CDS	6-phosphogluconolactonase	1930122	1931313	1	1	93	93.0	100.0%	complete
contig_3	CDS	Putative_oxidase	2886739	2888392	1	1	141	141.0	100.0%	complete
contig_3	CDS	hypothetical_protein	634883	635819	1	1	14	14.0	100.0%	complete
contig_2	CDS	CpXC_domain-containing_protein	2406429	2406669	1	1	118	118.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1909826	1910288	1	1	38	38.0	100.0%	complete
contig_3	CDS	AAA_family_ATPase	2913298	2913946	1	1	578	578.0	100.0%	complete
contig_2	CDS	FAD-binding_monooxygenase	462361	463780	1	1	17	17.0	100.0%	complete
contig_2	CDS	DNA-binding_protein	1898628	1899243	1	1	528	528.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	1248626	1249244	1	1	1532	1532.0	100.0%	complete
contig_2	CDS	Isoquinoline_1-oxidoreductase_C_alpha_subunit	743690	744167	1	1	8	8.0	100.0%	complete
contig_3	CDS	MFS_transporter	2911210	2912620	1	1	362	362.0	100.0%	complete
contig_3	CDS	Isochorismatase	2912739	2913297	1	1	136	136.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2362515	2363025	1	1	3665	3665.0	100.0%	complete
contig_2	CDS	Iron_ABC_transporter_permease	4881870	4882881	1	1	478	478.0	100.0%	complete
contig_2	CDS	CpaF_family_protein	5264716	5266057	1	1	1214	1214.0	100.0%	complete
contig_3	CDS	elongation_factor_Tu	2270824	2272000	1	1	121	121.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	4434077	4434254	1	0	0	0.0	0.0%	empty
contig_2	CDS	N-acetyltransferase	3629252	3629777	1	1	81	81.0	100.0%	complete
contig_3	CDS	ABC_transporter_ATP-binding_protein	872050	872578	1	1	193	193.0	100.0%	complete
contig_3	CDS	amino_acid_adenylation_domain-containing_protein	281873	285506	1	1	281	281.0	100.0%	complete
contig_3	CDS	DUF3710_domain-containing_protein	866041	866800	1	1	8299	8299.0	100.0%	complete
contig_2	CDS	Superoxide_dismutase	2922620	2923262	1	1	30191	30191.0	100.0%	complete
contig_2	CDS	Regulatory_protein_TetR	1919647	1920268	1	1	327	327.0	100.0%	complete
contig_2	CDS	DUF1795_domain-containing_protein	4009193	4009892	1	1	564	564.0	100.0%	complete
contig_2	CDS	GntR_family_transcriptional_regulator	5128316	5129756	1	1	106	106.0	100.0%	complete
contig_3	CDS	phosphonoacetate_hydrolase	2337504	2338770	1	1	650	650.0	100.0%	complete
contig_3	CDS	Hydrolase	808241	809099	1	1	202	202.0	100.0%	complete
contig_2	CDS	Ferredoxin-2	4396218	4396413	1	1	44	44.0	100.0%	complete
contig_3	CDS	2-isopropylmalate_synthase	2726124	2727705	1	1	2601	2601.0	100.0%	complete
contig_2	CDS	hypothetical_protein	557903	558161	1	1	24	24.0	100.0%	complete
contig_3	CDS	3-hydroxybutyryl-CoA_dehydrogenase	1468108	1469953	1	1	1168	1168.0	100.0%	complete
contig_3	CDS	Mobilization_protein	1375283	1377011	1	1	36	36.0	100.0%	complete
contig_2	CDS	ribosomal_protein_S18-alanine_N-acetyltransferase	3673309	3673831	1	1	441	441.0	100.0%	complete
contig_3	CDS	dipeptidase	98081	99482	1	1	2071	2071.0	100.0%	complete
contig_2	CDS	Lipoprotein	280850	282137	1	1	1840	1840.0	100.0%	complete
contig_2	CDS	Protein_in_whiE_locus	1188437	1189565	1	1	108	108.0	100.0%	complete
contig_2	CDS	cob(I)yrinic_acid_a,c-diamide_adenosyltransferase	2109849	2110449	1	1	560	560.0	100.0%	complete
contig_3	CDS	SnoaL-like_domain-containing_protein	1589635	1589902	1	1	81	81.0	100.0%	complete
contig_3	CDS	Methyltransferase_type_11_domain-containing_protein	2202228	2203005	1	1	838	838.0	100.0%	complete
contig_3	CDS	PE-PGRS_family_protein	699134	700118	1	1	2924	2924.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	3930198	3930882	1	1	453	453.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	206110	206749	1	1	67	67.0	100.0%	complete
contig_3	CDS	Cytochrome_P450	957599	958850	1	1	608	608.0	100.0%	complete
contig_2	CDS	Uracil-xanthine_permease	1780609	1781914	1	1	15	15.0	100.0%	complete
contig_3	CDS	Putative_cysteine_desulfurase	2605406	2606624	1	1	441	441.0	100.0%	complete
contig_3	CDS	SAM-dependent_methyltransferase	1772794	1773613	1	1	5524	5524.0	100.0%	complete
contig_2	CDS	DUF1023_domain-containing_protein	2670726	2671941	1	1	1147	1147.0	100.0%	complete
contig_3	CDS	TPM_domain-containing_protein	1986110	1987460	1	1	59	59.0	100.0%	complete
contig_2	CDS	Transcriptional_regulatory_protein	2370839	2371205	1	1	2793	2793.0	100.0%	complete
contig_3	CDS	SAM-dependent_methyltransferase	1515736	1516723	1	1	734	734.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	2312671	2313118	1	1	609	609.0	100.0%	complete
contig_2	CDS	glucosyl-3-phosphoglycerate_synthase	4846019	4846994	1	1	228	228.0	100.0%	complete
contig_3	CDS	Amino_acid_transporter	2469907	2471353	1	1	166	166.0	100.0%	complete
contig_2	CDS	DUF2398_domain-containing_protein	1359819	1360830	1	1	326	326.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L21	2878999	2879320	1	1	18058	18058.0	100.0%	complete
contig_2	CDS	30S_ribosomal_protein_S4	3690767	3691394	1	1	63806	63806.0	100.0%	complete
contig_2	CDS	Thioesterase	2242344	2242818	1	1	1350	1350.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase/reductase	344958	345798	1	1	658	658.0	100.0%	complete
contig_3	CDS	DUF2249_domain-containing_protein	2277169	2277391	1	1	11	11.0	100.0%	complete
contig_2	CDS	Copper_homeostasis_cutC-like_protein	4865086	4865809	1	1	148	148.0	100.0%	complete
contig_2	CDS	DUF3068_domain-containing_protein	2706959	2707970	1	1	30	30.0	100.0%	complete
contig_2	CDS	histidine_kinase	908297	909971	1	1	31	31.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	5268567	5268732	1	1	464	464.0	100.0%	complete
contig_2	CDS	Transporter	5091603	5092398	1	1	702	702.0	100.0%	complete
contig_2	CDS	Membrane_protein	4666986	4667514	1	1	409	409.0	100.0%	complete
contig_2	CDS	Band_7_domain-containing_protein	1728967	1730074	1	1	2443	2443.0	100.0%	complete
contig_2	CDS	hypothetical_protein	422738	422918	1	0	0	0.0	0.0%	empty
contig_2	CDS	SWIM-type_domain-containing_protein	5040958	5042446	1	1	349	349.0	100.0%	complete
contig_2	CDS	thioredoxin-disulfide_reductase	4182305	4183280	1	1	21609	21609.0	100.0%	complete
contig_3	CDS	Oxidoreductase	2371756	2372782	1	1	447	447.0	100.0%	complete
contig_2	CDS	Holliday_junction_resolvase_RuvX	1647703	1648177	1	1	861	861.0	100.0%	complete
contig_3	CDS	amidase	2690843	2692295	1	1	40	40.0	100.0%	complete
contig_2	CDS	Restriction_endonuclease	1360924	1362520	1	1	241	241.0	100.0%	complete
contig_3	CDS	Periplasmic_binding_protein	1436051	1436936	1	1	1914	1914.0	100.0%	complete
contig_2	CDS	DUF402_domain-containing_protein	41037	41523	1	0	0	0.0	0.0%	empty
contig_3	CDS	Amino_acid_ABC_transporter_permease	774048	774696	1	1	4507	4507.0	100.0%	complete
contig_2	CDS	YCII-related_domain-containing_protein	561261	561615	1	0	0	0.0	0.0%	empty
contig_3	CDS	Hydroxypyruvate_isomerase	1205627	1206467	1	1	587	587.0	100.0%	complete
contig_2	CDS	Peroxisomal_trans-2-enoyl-CoA_reductase	130326	131097	1	1	224	224.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	2627356	2627548	1	1	1090	1090.0	100.0%	complete
contig_2	CDS	dihydroorotase	1634161	1635448	1	1	12075	12075.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	4983097	4983940	1	1	1496	1496.0	100.0%	complete
contig_3	CDS	HTH_cro/C1-type_domain-containing_protein	390450	391077	1	1	212	212.0	100.0%	complete
contig_2	CDS	Oxidoreductase	50426	51308	1	1	50	50.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	160427	160430	0	0	0	0.0	0.0%	empty
contig_3	cand_cluster	RRE-containing	3023621	3046876	15	12	4133	275.53	80.0%	partly
contig_2	CDS	IS1_family_transposase	2862467	2862644	1	1	22	22.0	100.0%	complete
contig_3	CDS	Hydrolase	2129801	2130569	1	1	71	71.0	100.0%	complete
contig_2	CDS	UDP-N-acetylmuramoyl-L-alanine--D-glutamate_ligase	2343014	2344526	1	1	4557	4557.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2491879	2492455	1	1	3925	3925.0	100.0%	complete
contig_2	CDS	Luciferase	1520434	1521595	1	1	2	2.0	100.0%	complete
contig_2	CDS	NADP-dependent_oxidoreductase	5241469	5242474	1	1	607	607.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	4303750	4304446	1	1	32	32.0	100.0%	complete
contig_3	CDS	HEAT_repeat_domain-containing_protein	2869838	2870834	1	1	11094	11094.0	100.0%	complete
contig_3	CDS	Serine/threonine_protein_phosphatase	2094875	2095631	1	1	12	12.0	100.0%	complete
contig_2	CDS	Secreted_protein	3539115	3539388	1	1	259	259.0	100.0%	complete
contig_2	CDS	carbamoyl-phosphate_synthase_large_subunit	1629101	1632413	1	1	65581	65581.0	100.0%	complete
contig_2	CDS	SGNH_hydrolase	4828254	4829595	1	1	2106	2106.0	100.0%	complete
contig_3	CDS	Amylo-alpha-1,6-glucosidase	819682	821785	1	1	229	229.0	100.0%	complete
contig_3	CDS	GlsB/YeaQ/YmgE_family_stress_response_membrane_protein	2939753	2940023	1	1	7934	7934.0	100.0%	complete
contig_2	CDS	Lipoprotein	2688345	2689284	1	1	266	266.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase/reductase	687013	687862	1	1	831	831.0	100.0%	complete
contig_2	CDS	Lipoprotein_LprG	627586	628282	1	1	107	107.0	100.0%	complete
contig_3	CDS	GTPase_HflX	791870	793358	1	1	39576	39576.0	100.0%	complete
contig_3	CDS	Nitronate_monooxygenase_domain-containing_protein	2820866	2821829	1	1	271	271.0	100.0%	complete
contig_3	CDS	DNA-binding_protein	1132190	1132910	1	1	173	173.0	100.0%	complete
contig_2	CDS	Putative_surface_layer_protein	813103	814258	1	1	595	595.0	100.0%	complete
contig_2	CDS	DUF5304_domain-containing_protein	2392848	2393409	1	1	597	597.0	100.0%	complete
contig_3	CDS	Streptomyces_killer_toxin-like_beta/gamma_crystallin_domain-containing_protein	2485742	2486144	1	1	5697	5697.0	100.0%	complete
contig_3	CDS	LLM_class_F420-dependent_oxidoreductase	905058	905982	1	1	1080	1080.0	100.0%	complete
contig_2	CDS	CoA-binding_protein	128149	130252	1	1	212	212.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	2641859	2642639	1	1	412	412.0	100.0%	complete
contig_2	CDS	Polyprenol-phosphate-mannose-dependent_alpha-(1-2)-phosphatidylinositol_pentamannoside_mannosyltransferase	2860601	2861981	1	1	671	671.0	100.0%	complete
contig_2	CDS	Hydrolase	4940834	4941710	1	1	279	279.0	100.0%	complete
contig_2	CDS	DUF4365_domain-containing_protein	1688811	1689399	1	1	177	177.0	100.0%	complete
contig_2	CDS	rod_shape-determining_protein_MreC	2893594	2894524	1	1	1079	1079.0	100.0%	complete
contig_3	CDS	Transport_permease_protein	1855161	1856100	1	1	10116	10116.0	100.0%	complete
contig_3	CDS	2,3-diaminopropionate_biosynthesis_protein_SbnB	2966910	2967981	1	1	261	261.0	100.0%	complete
contig_2	CDS	Amidohydrolase	13120	14314	1	1	16	16.0	100.0%	complete
contig_2	CDS	ATP-dependent_Clp_protease_proteolytic_subunit	1227090	1227729	1	1	201	201.0	100.0%	complete
contig_2	CDS	Carboxylase	1557344	1558607	1	1	34932	34932.0	100.0%	complete
contig_2	CDS	hypothetical_protein	3955705	3956038	1	1	152	152.0	100.0%	complete
contig_2	CDS	Aldehyde_dehydrogenase	2604098	2605550	1	1	323	323.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2196349	2196661	1	1	32	32.0	100.0%	complete
contig_3	CDS	Inositol-1-monophosphatase	859417	860245	1	1	282	282.0	100.0%	complete
contig_2	CDS	C4-dicarboxylate_ABC_transporter	1782987	1784154	1	1	262	262.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L20	1762479	1762866	1	1	21520	21520.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L14	3700145	3700514	1	1	36967	36967.0	100.0%	complete
contig_3	CDS	DUF6084_domain-containing_protein	2439341	2440037	1	1	14	14.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1589822	1590089	1	1	52	52.0	100.0%	complete
contig_2	CDS	RNA_polymerase_recycling_motor_ATPase_HelR	732171	734328	1	1	1243	1243.0	100.0%	complete
contig_2	CDS	Methylated-DNA--protein-cysteine_methyltransferase	379448	380060	1	1	110	110.0	100.0%	complete
contig_3	CDS	Oxidoreductase	1670366	1671386	1	1	14	14.0	100.0%	complete
contig_3	CDS	Peptidase_M23	617052	618213	1	1	98	98.0	100.0%	complete
contig_2	CDS	Acyl-CoA_synthetase	1399966	1401517	1	1	366	366.0	100.0%	complete
contig_2	CDS	Small_hydrophilic_protein	903767	903956	1	0	0	0.0	0.0%	empty
contig_3	CDS	Fe-S_oxidoreductase	2058168	2058906	1	1	936	936.0	100.0%	complete
contig_3	CDS	ER-bound_oxygenase_mpaB/mpaB'/Rubber_oxygenase_catalytic_domain-containing_protein	1827519	1828437	1	1	571	571.0	100.0%	complete
contig_3	CDS	Acyltransferase	1136057	1137284	1	1	69	69.0	100.0%	complete
contig_2	CDS	Cytochrome_c_oxidase_assembly_protein	519297	520560	1	0	0	0.0	0.0%	empty
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_D	4615064	4616207	1	1	1906	1906.0	100.0%	complete
contig_2	CDS	ATP-dependent_zinc_metalloprotease_FtsH	4600268	4602275	1	1	123718	123718.0	100.0%	complete
contig_2	CDS	RNase_adapter_RapZ	2174540	2175494	1	1	2331	2331.0	100.0%	complete
contig_2	CDS	AsnC_family_transcriptional_regulator	15819	16860	1	1	41	41.0	100.0%	complete
contig_3	CDS	F0F1_ATP_synthase_subunit_A	252960	253770	1	1	98211	98211.0	100.0%	complete
contig_2	CDS	Chromosome_partitioning_protein_ParA	2029605	2030871	1	1	3476	3476.0	100.0%	complete
contig_2	CDS	Gram-positive_cocci_surface_proteins_LPxTG_domain-containing_protein	2867509	2867671	1	1	1814	1814.0	100.0%	complete
contig_2	CDS	D-aminoacyl-tRNA_deacylase	4747172	4747610	1	1	351	351.0	100.0%	complete
contig_2	CDS	DUF2530_domain-containing_protein	4902240	4902522	1	1	1201	1201.0	100.0%	complete
contig_2	CDS	HTH_luxR-type_domain-containing_protein	710995	712063	1	1	150	150.0	100.0%	complete
contig_2	CDS	Sulfate_transporter	1144518	1145973	1	1	169	169.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1333191	1334352	1	1	34	34.0	100.0%	complete
contig_2	CDS	NIPSNAP_domain-containing_protein	888057	888378	1	1	222	222.0	100.0%	complete
contig_2	CDS	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_N-succinyltransferase	2143398	2144388	1	1	6713	6713.0	100.0%	complete
contig_2	CDS	Putative_3-oxoacyl-(Acyl-carrier-protein)_synthase_II_KasA	4689619	4690897	1	1	819	819.0	100.0%	complete
contig_3	CDS	heme_ABC_exporter_ATP-binding_protein_CcmA	1845619	1847272	1	1	119	119.0	100.0%	complete
contig_3	CDS	glycogen_debranching_protein_GlgX	1057354	1059538	1	1	2678	2678.0	100.0%	complete
contig_2	CDS	Alpha-(1-2)-phosphatidylinositol_mannosyltransferase	1675655	1676795	1	1	1083	1083.0	100.0%	complete
contig_2	CDS	PemK_family_protein	2201747	2202104	1	1	401	401.0	100.0%	complete
contig_2	CDS	UPF0256_protein	2913973	2915203	1	1	85	85.0	100.0%	complete
contig_2	CDS	PknH-like_extracellular_domain-containing_protein	4469049	4469748	1	1	91	91.0	100.0%	complete
contig_2	CDS	Tetracenomycin_C_resistance_and_export_protein	2668126	2669728	1	1	6160	6160.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	2572638	2573322	1	1	21	21.0	100.0%	complete
contig_2	CDS	Geranylgeranyl_reductase_family_protein	3782823	3784137	1	1	5800	5800.0	100.0%	complete
contig_3	CDS	hypothetical_protein	605104	605341	1	1	352	352.0	100.0%	complete
contig_2	CDS	Oxidoreductase/dehydrogenase	1945019	1946090	1	1	63	63.0	100.0%	complete
contig_2	CDS	Transferase	1061028	1061841	1	1	66	66.0	100.0%	complete
contig_2	CDS	DUF916_domain-containing_protein	3359567	3360644	1	1	1	1.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	3938666	3939644	1	1	322	322.0	100.0%	complete
contig_2	CDS	Putative_ABC_transporter_ATP-binding_subunit	4263324	4264413	1	1	1220	1220.0	100.0%	complete
contig_2	CDS	Cytochrome_P450_monooxygenase	960561	961737	1	1	22424	22424.0	100.0%	complete
contig_3	CDS	WXG100_family_type_VII_secretion_target	695492	697058	1	1	40422	40422.0	100.0%	complete
