GeneID	Product
OMCOBO_05732	Extensin
OMCOBO_05733	Secreted protein
OMCOBO_05734	RdlA protein
OMCOBO_05735	PPM-type phosphatase domain-containing protein
OMCOBO_05736	Chaplin domain-containing protein
OMCOBO_05737	hypothetical protein
OMCOBO_05738	AMP-binding protein
OMCOBO_05739	Chitin-binding type-2 domain-containing protein
OMCOBO_05740	MmcQ-like protein
OMCOBO_05741	GCN5 family N-acetyltransferase
OMCOBO_05742	Restriction endonuclease type IV Mrr domain-containing protein
OMCOBO_05743	Catalase
OMCOBO_05744	Tartronate-semialdehyde synthase
OMCOBO_05745	2-hydroxy-3-oxopropionate reductase
OMCOBO_05746	Hydroxypyruvate isomerase
OMCOBO_05747	Thiamine-binding protein domain-containing protein
OMCOBO_05748	Transcriptional regulator DauR-like HTH domain-containing protein
OMCOBO_05749	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
OMCOBO_05750	hydroxyisourate hydrolase
OMCOBO_05751	factor-independent urate hydroxylase
OMCOBO_05752	Uracil permease
OMCOBO_05753	8-oxoguanine deaminase
OMCOBO_05754	Permease
OMCOBO_05755	Chitosanase
OMCOBO_05756	Putative transcriptional regulator, TetR
OMCOBO_05757	Dipeptidase
OMCOBO_05758	C4-dicarboxylate ABC transporter
OMCOBO_05759	N-acetyltransferase
OMCOBO_05760	malate synthase A
OMCOBO_05761	MobA-like NTP transferase domain-containing protein
OMCOBO_05762	Integrase
OMCOBO_05763	DUF5955 domain-containing protein
OMCOBO_05764	IclR family transcriptional regulator
OMCOBO_05765	Asp/Glu/hydantoin racemase
OMCOBO_05766	Nucleobase:cation symporter-1, NCS1 family
OMCOBO_05767	allantoinase AllB
OMCOBO_05768	allantoicase
OMCOBO_05769	DUF2382 domain-containing protein
OMCOBO_05770	Beta-N-acetylglucosaminidase
OMCOBO_05771	DUF6126 domain-containing protein
OMCOBO_05772	Transcriptional regulator C XRE family
OMCOBO_05773	Dioxygenase
OMCOBO_05774	Ribonuclease
OMCOBO_05775	Bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
OMCOBO_05776	Putative soluble lytic transglycosylase
OMCOBO_05777	LysR family transcriptional regulator
OMCOBO_05778	Major facilitator superfamily (MFS) profile domain-containing protein
OMCOBO_05779	Dehydrogenase
OMCOBO_05780	Transcriptional regulator, GntR family
OMCOBO_05781	Sugar ABC transporter substrate-binding protein
OMCOBO_05782	Xylose transport system permease protein XylH
OMCOBO_05783	ABC transporter ATP-binding protein
OMCOBO_05784	Glucokinase
OMCOBO_05785	Secreted protein
OMCOBO_05786	Integrase
OMCOBO_05787	Enoyl-CoA hydratase
OMCOBO_05788	TetR family transcriptional regulator
OMCOBO_05789	RNA polymerase sigma24 factor
OMCOBO_05790	Short-chain dehydrogenase
OMCOBO_05791	hypothetical protein
OMCOBO_05792	Hydrolase
OMCOBO_05793	MFS transporter
OMCOBO_05794	MarR family transcriptional regulator
OMCOBO_05795	IS5 family transposase
OMCOBO_05796	Transposase
OMCOBO_05797	Transposase
OMCOBO_05798	hypothetical protein
OMCOBO_05799	hypothetical protein
OMCOBO_05800	hypothetical protein
OMCOBO_05801	Peptide deformylase
OMCOBO_05802	Vegetative cell wall protein
OMCOBO_05803	Glycosyltransferase
OMCOBO_05804	Glycosyltransferase subfamily 4-like N-terminal domain-containing protein
OMCOBO_05805	Glycosyl transferase family 2
OMCOBO_05806	ATP/GTP-binding protein
OMCOBO_05807	hypothetical protein
OMCOBO_05808	hypothetical protein
OMCOBO_05809	Metal-transporting ATPase
OMCOBO_05810	Transcriptional regulator
OMCOBO_05811	Tn3 transposase DDE domain-containing protein
OMCOBO_05812	Esterase EstB
OMCOBO_05813	DUF1048 domain-containing protein
OMCOBO_05814	PadR family transcriptional regulator
OMCOBO_05815	Resolvase/invertase-type recombinase catalytic domain-containing protein
OMCOBO_05816	Glucose 1-dehydrogenase
OMCOBO_05817	Rrf2 family transcriptional regulator
OMCOBO_05818	Transcriptional regulator
OMCOBO_05819	Oxidoreductase
OMCOBO_05820	SnoaL-like domain-containing protein
OMCOBO_05821	CoA transferase
OMCOBO_05822	X-Pro dipeptidyl-peptidase
OMCOBO_05823	AB hydrolase-1 domain-containing protein
OMCOBO_05824	PucR C-terminal helix-turn-helix domain-containing protein
OMCOBO_05825	Agarase
OMCOBO_05826	TetR family transcriptional regulator
OMCOBO_05827	Glutamate-1-semialdehyde 2,1-aminomutase
OMCOBO_05828	Alpha/beta hydrolase
OMCOBO_05829	NADP oxidoreductase
OMCOBO_05830	Oxidoreductase/dehydrogenase
OMCOBO_05831	TetR family transcriptional regulator
OMCOBO_05832	GntR family transcriptional regulator
OMCOBO_05833	Ketosteroid isomerase
OMCOBO_05834	Fumarylacetoacetate hydrolase
OMCOBO_05835	Catechol 2,3-dioxygenase-like lactoylglutathione lyase family enzyme
OMCOBO_05836	Lipocalin-like domain-containing protein
OMCOBO_05837	Sugar phosphate isomerase
OMCOBO_05838	PadR family transcriptional regulator
OMCOBO_05839	DUF1700 domain-containing protein
OMCOBO_05840	Transposase IS4 family protein
OMCOBO_05841	DDE transposase
OMCOBO_05842	Transposase
OMCOBO_05843	IS5 family transposase
OMCOBO_05844	hypothetical protein
OMCOBO_05845	Transporter
OMCOBO_05846	hypothetical protein
OMCOBO_05847	RNA polymerase sigma factor 70 region 4 type 2 domain-containing protein
OMCOBO_05848	SAM-dependent methyltransferase
OMCOBO_05849	Transcriptional regulator
OMCOBO_05850	Transcriptional regulator
OMCOBO_05851	hypothetical protein
OMCOBO_05852	hypothetical protein
OMCOBO_05853	NADP-dependent oxidoreductase domain-containing protein
OMCOBO_05854	Agarase
OMCOBO_05855	DNA helicase DnaB-like N-terminal domain-containing protein
OMCOBO_05856	DNA (cytosine-5-)-methyltransferase
OMCOBO_05857	Phosphoadenosine phosphosulphate reductase domain-containing protein
OMCOBO_05858	ANTAR domain-containing protein
OMCOBO_05859	MarR family transcriptional regulator
OMCOBO_05860	DUF317 domain-containing protein
OMCOBO_05861	ANTAR domain-containing protein
OMCOBO_05862	tryptophan synthase subunit alpha
OMCOBO_05863	DUF222 domain-containing protein
OMCOBO_05864	Type III effector protein
OMCOBO_05865	TraM recognition domain-containing protein
OMCOBO_05866	DUF317 domain-containing protein
OMCOBO_05867	CHAD domain-containing protein
OMCOBO_05868	hypothetical protein
OMCOBO_05869	hypothetical protein
OMCOBO_05870	DUF3349 domain-containing protein
OMCOBO_05871	DUF317 domain-containing protein
OMCOBO_05872	DUF317 domain-containing protein
OMCOBO_05873	Excreted virulence factor EspC (Type VII ESX diderm)
OMCOBO_05874	ESX secretion-associated protein EspG
OMCOBO_05875	Relaxase/mobilization nuclease
OMCOBO_05876	DUF2185 domain-containing protein
OMCOBO_05877	hypothetical protein
OMCOBO_05878	VWA containing CoxE family protein
OMCOBO_05879	AAA+ ATPase domain-containing protein
OMCOBO_05880	hypothetical protein
OMCOBO_05881	hypothetical protein
OMCOBO_05882	IS5 family transposase
OMCOBO_05883	IS4 family transposase
OMCOBO_05884	hypothetical protein
OMCOBO_05885	Glycosyl transferase
OMCOBO_05886	Tn3 family transposase
OMCOBO_05887	DUF4942 domain-containing protein
OMCOBO_05888	hypothetical protein
OMCOBO_05889	IS4 family transposase
OMCOBO_05890	ATP-binding protein
OMCOBO_05891	DUF6238 domain-containing protein
OMCOBO_05892	Lipoprotein
OMCOBO_05893	ATP-binding protein
OMCOBO_05894	Secreted protein
OMCOBO_05895	Integral membrane protein
OMCOBO_05896	NlpC/P60 domain-containing protein
OMCOBO_05897	Methyltransferase
OMCOBO_05898	DUF4913 domain-containing protein
OMCOBO_05899	Addiction module toxin RelE
OMCOBO_05900	DUF222 domain-containing protein
OMCOBO_05901	Glycosyl hydrolase
OMCOBO_05902	SH3b domain-containing protein
OMCOBO_05903	DUF222 domain-containing protein
OMCOBO_05904	MerR family transcriptional regulator
OMCOBO_05905	FCD domain-containing protein
OMCOBO_05906	MarR family transcriptional regulator
OMCOBO_05907	HTH hxlR-type domain-containing protein
OMCOBO_05908	Multidrug efflux pump Tap
OMCOBO_05909	Carboxylase
OMCOBO_05910	DUF317 domain-containing protein
OMCOBO_05911	Dehydrogenase (DH) domain-containing protein
OMCOBO_05912	Prealbumin-like fold domain-containing protein
OMCOBO_05913	hypothetical protein
OMCOBO_05914	hypothetical protein
OMCOBO_05915	Cation transporter
OMCOBO_05916	Integrase
OMCOBO_05917	ISL3 family transposase
OMCOBO_05918	DUF6882 domain-containing protein
OMCOBO_05919	Putative ATP-binding protein in insertion sequence
OMCOBO_05920	2-dehydropantoate 2-reductase
OMCOBO_05921	Protein NO VEIN C-terminal domain-containing protein
OMCOBO_05922	DUF317 domain-containing protein
OMCOBO_05923	DUF2249 domain-containing protein
OMCOBO_05924	DUF317 domain-containing protein
OMCOBO_05925	PknH-like extracellular domain-containing protein
OMCOBO_05926	Ig-like domain-containing protein
OMCOBO_05927	Mobilization protein
OMCOBO_05928	Bacterial mobilisation domain-containing protein
OMCOBO_05929	hypothetical protein
OMCOBO_05930	Transposase
OMCOBO_05931	Membrane protein
OMCOBO_05932	Transcriptional regulator WhiB
OMCOBO_05933	Cell surface glycoprotein
OMCOBO_05934	DNA-binding protein
OMCOBO_05936	Transcriptional regulator
OMCOBO_05937	hypothetical protein
OMCOBO_05938	UDP-glucose 4-epimerase GalE
OMCOBO_05939	Acetyltransferase
OMCOBO_05940	Methyltransferase
OMCOBO_05941	Lanthionine synthetase
OMCOBO_05942	Lantibiotic dehydratase
OMCOBO_05943	Lantibiotic
OMCOBO_05944	Protein-L-isoaspartate O-methyltransferase
OMCOBO_05945	hypothetical protein
OMCOBO_05946	Spore associated protein, SapC
OMCOBO_05947	Protein kinase domain-containing protein
OMCOBO_05948	Protein kinase domain-containing protein
OMCOBO_05949	hypothetical protein
OMCOBO_05950	HTH luxR-type domain-containing protein
OMCOBO_05951	hypothetical protein
OMCOBO_05952	Endonuclease/exonuclease/phosphatase domain-containing protein
OMCOBO_05953	DUF6302 domain-containing protein
OMCOBO_05954	DUF6415 domain-containing protein
OMCOBO_05955	ATPase
OMCOBO_05956	hypothetical protein
OMCOBO_05957	XRE family transcriptional regulator
OMCOBO_05958	HAD-IA family hydrolase
OMCOBO_05959	DDE Tnp4 domain-containing protein
OMCOBO_05960	Transposase
OMCOBO_05961	hypothetical protein
OMCOBO_05962	Transposase
OMCOBO_05963	Integrase
OMCOBO_05964	4-carboxymuconolactone decarboxylase
OMCOBO_05965	Metallo-beta-lactamase domain-containing protein
OMCOBO_05966	exodeoxyribonuclease III
OMCOBO_05967	Prevent-host-death family protein
OMCOBO_05968	Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein
OMCOBO_05969	ABC transporter ATP-binding protein
OMCOBO_05970	Methyltransferase type 11 domain-containing protein
OMCOBO_05971	Alpha/beta hydrolase
OMCOBO_05972	GntR family transcriptional regulator
OMCOBO_05973	GST C-terminal domain-containing protein
OMCOBO_05974	WD40 repeat domain-containing protein
OMCOBO_05975	DNA ligase (ATP)
OMCOBO_05976	Membrane protein
OMCOBO_05977	Putative calcium/proton antiporter
OMCOBO_05978	Secreted protein
OMCOBO_05979	gamma-glutamyltransferase
OMCOBO_05980	amidase
OMCOBO_05981	Hydrolase
OMCOBO_05982	MFS transporter
OMCOBO_05983	Transcriptional regulator C MarR family
OMCOBO_05984	Acyltransferase
OMCOBO_05985	alanine--glyoxylate transaminase
OMCOBO_05986	preprotein translocase subunit SecD
OMCOBO_05987	Polysaccharide lyase
OMCOBO_05988	Periplasmic binding protein
OMCOBO_05989	dihydropyrimidinase
OMCOBO_05990	Putative N5 C N10-methylene-tetrahydromethanopterin reductase
OMCOBO_05991	ATP/GTP-binding protein
OMCOBO_05992	TetR family transcriptional regulator
OMCOBO_05993	RCK C-terminal domain-containing protein
OMCOBO_05994	DUF6879 domain-containing protein
OMCOBO_05995	Lipoate--protein ligase
OMCOBO_05996	protein acetyllysine N-acetyltransferase
OMCOBO_05997	hypothetical protein
OMCOBO_05998	Gamma-glutamyl transferase
OMCOBO_05999	Inositol monophosphatase
OMCOBO_06000	Dehydrogenase
OMCOBO_06001	O-acetyl-ADP-ribose deacetylase
OMCOBO_06002	DNA-3-methyladenine glycosylase II
OMCOBO_06003	Methylated-DNA--protein-cysteine methyltransferase
OMCOBO_06004	TetR family transcriptional regulator
OMCOBO_06005	NADH-flavin reductase
OMCOBO_06006	Nucleotidyltransferase
OMCOBO_06007	NUDIX hydrolase
OMCOBO_06008	Glycerate kinase
OMCOBO_06009	CDP-diacylglycerol--serine O-phosphatidyltransferase
OMCOBO_06010	phosphatidylserine decarboxylase
OMCOBO_06011	Acyl-CoA dehydrogenase
OMCOBO_06012	L-erythro-3-methylmalyl-CoA dehydratase
OMCOBO_06013	Malyl-CoA lyase
OMCOBO_06014	methylmalonyl-CoA mutase
OMCOBO_06015	crotonyl-CoA carboxylase/reductase
OMCOBO_06016	Regulatory protein TetR
OMCOBO_06017	3-hydroxybutyryl-CoA dehydrogenase
OMCOBO_06018	Adenylosuccinate lyase
OMCOBO_06019	N-acetyltransferase
OMCOBO_06020	Ketoreductase
OMCOBO_06021	MerR family transcriptional regulator
OMCOBO_06022	Rv2578c family radical SAM protein
OMCOBO_06023	Polyketide cyclase/dehydrase
OMCOBO_06024	alpha-amylase
OMCOBO_06025	Clp amino terminal domain, pathogenicity island component
OMCOBO_06026	Beta-lactamase
OMCOBO_06027	Alpha-glucosidase
OMCOBO_06028	PadR family transcriptional regulator
OMCOBO_06029	putative D-aminopeptidase
OMCOBO_06030	Peptidase M20 dimerisation domain-containing protein
OMCOBO_06031	ABC transporter ATP-binding protein
OMCOBO_06032	Ferredoxin
OMCOBO_06033	Cytochrome P450
OMCOBO_06034	TetR family transcriptional regulator
OMCOBO_06035	hypothetical protein
OMCOBO_06036	Putative L-carnitine dehydratase
OMCOBO_06037	[ribosomal protein uS5]-alanine N-acetyltransferase
OMCOBO_06038	Bleomycin resistance protein
OMCOBO_06039	GYD domain-containing protein
OMCOBO_06040	Arginase
OMCOBO_06041	DUF5107 domain-containing protein
OMCOBO_06042	Oxidoreductase
OMCOBO_06043	VOC domain-containing protein
OMCOBO_06044	Methyltransferase domain-containing protein
OMCOBO_06045	Phosphoesterase
OMCOBO_06046	N-acetyltransferase
OMCOBO_06047	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
OMCOBO_06048	Metallo-beta-lactamase domain-containing protein
OMCOBO_06049	Membrane protein
OMCOBO_06050	Metallo-beta-lactamase domain-containing protein
OMCOBO_06051	Membrane protein
OMCOBO_06052	Transporter
OMCOBO_06053	Isomerase
OMCOBO_06054	Transcriptional regulator C XRE family
OMCOBO_06055	4a-hydroxytetrahydrobiopterin dehydratase
OMCOBO_06056	Ribonuclease
OMCOBO_06057	DUF1266 domain-containing protein
OMCOBO_06058	SAM-dependent methyltransferase
OMCOBO_06059	AB hydrolase-1 domain-containing protein
OMCOBO_06060	TetR family transcriptional regulator
OMCOBO_06061	ATP-binding protein
OMCOBO_06062	Glyoxalase
OMCOBO_06063	Glyoxal/methylglyoxal reductase
OMCOBO_06064	Acyl-CoA synthetase
OMCOBO_06065	LysR family transcriptional regulator
OMCOBO_06066	Bile acid:sodium symporter
OMCOBO_06067	exo-alpha-sialidase
OMCOBO_06068	Oxidoreductase
OMCOBO_06069	MarR family transcriptional regulator
OMCOBO_06070	formate dehydrogenase accessory sulfurtransferase FdhD
OMCOBO_06071	Transcriptional regulator
OMCOBO_06072	chorismate mutase
OMCOBO_06073	Secreted protein
OMCOBO_06074	MFS transporter
OMCOBO_06075	ATP-grasp domain-containing protein
OMCOBO_06076	formyl-CoA transferase
OMCOBO_06077	Acetolactate synthase
OMCOBO_06078	Aldehyde dehydrogenase
OMCOBO_06080	hypothetical protein
OMCOBO_06081	Methyltransferase
OMCOBO_06082	Nitroreductase domain-containing protein
OMCOBO_06083	Sigma-70 family RNA polymerase sigma factor
OMCOBO_06084	TrbC/VIRB2 family protein
OMCOBO_06085	Integral membrane protein
OMCOBO_06086	PrgI family protein
OMCOBO_06087	ATP-binding protein
OMCOBO_06088	Conjugal transfer protein TraG
OMCOBO_06089	Replication-relaxation
OMCOBO_06090	Hydrolase Nlp/P60
OMCOBO_06091	Extensin
OMCOBO_06092	Transcription regulator TrmB N-terminal domain-containing protein
OMCOBO_06093	Phosphohydrolase
OMCOBO_06094	hypothetical protein
OMCOBO_06095	YwqJ-like deaminase
OMCOBO_06096	ESX-1 secretion-associated protein
OMCOBO_06097	Pore-forming ESAT-6 family protein
OMCOBO_06098	WXG100 family type VII secretion target
OMCOBO_06099	DUF6177 domain-containing protein
OMCOBO_06100	Type VII secretion protein EccC
OMCOBO_06101	ATPase
OMCOBO_06102	type VII secretion integral membrane protein EccD
OMCOBO_06103	Transmembrane protein
OMCOBO_06104	Permease
OMCOBO_06105	Lysophospholipid transporter LplT
OMCOBO_06106	hypothetical protein
OMCOBO_06107	VWA domain-containing protein
OMCOBO_06108	AAA+ ATPase domain-containing protein
OMCOBO_06109	Transcriptional regulatory protein MoaR1
OMCOBO_06110	Putative Flp pilus-assembly TadG-like N-terminal domain-containing protein
OMCOBO_06111	Membrane protein
OMCOBO_06112	Membrane protein
OMCOBO_06113	Flp family type IVb pilin
OMCOBO_06114	Type II secretion system protein
OMCOBO_06115	Type II secretion system protein
OMCOBO_06116	Protein kinase
OMCOBO_06117	DRTGG domain-containing protein
OMCOBO_06118	hypothetical protein
OMCOBO_06119	SnoaL-like domain-containing protein
OMCOBO_06120	ATP-binding protein
OMCOBO_06121	hypothetical protein
OMCOBO_06122	Cytochrome c domain-containing protein
OMCOBO_06123	hypothetical protein
OMCOBO_06124	Transcriptional regulator
OMCOBO_06125	Haloacid dehalogenase
OMCOBO_06126	Surface antigen domain-containing protein
OMCOBO_06127	Phosphotransferase
OMCOBO_06128	Magnesium transporter
OMCOBO_06129	hypothetical protein
OMCOBO_06130	hypothetical protein
OMCOBO_06131	DRBM domain-containing protein
OMCOBO_06132	hypothetical protein
OMCOBO_06133	Tn3 transposase DDE domain-containing protein
OMCOBO_06134	Helicase
OMCOBO_06135	DUF222 domain-containing protein
OMCOBO_06136	IS256 family transposase
OMCOBO_06137	DEAD/DEAH box helicase domain protein
OMCOBO_06138	site-specific DNA-methyltransferase (adenine-specific)
OMCOBO_06139	Helicase
OMCOBO_06140	Integrase
OMCOBO_06141	Putative recombinase
OMCOBO_06142	Peptidase M16
OMCOBO_06143	Phosphopantothenoylcysteine synthetase
OMCOBO_06144	LLM class F420-dependent oxidoreductase
OMCOBO_06145	Putative ABC transporter ATP-binding protein
OMCOBO_06146	Hydroxyneurosporene-O-methyltransferase
OMCOBO_06147	Thiocillin family RiPP
OMCOBO_06148	Thiocillin family RiPP
OMCOBO_06149	hypothetical protein
OMCOBO_06150	class V lanthionine synthetase subunit LxmK
OMCOBO_06151	DNA-binding response regulator
OMCOBO_06152	Membrane protein
OMCOBO_06153	Integral membrane protein
OMCOBO_06154	Transcriptional regulator
OMCOBO_06155	IS630 family transposase
OMCOBO_06156	Nuclear transport factor 2 family protein
OMCOBO_06157	hypothetical protein
OMCOBO_06158	ABC transporter permease
OMCOBO_06159	Peptide ABC transporter ATP-binding protein
OMCOBO_06160	Peptidoglycan-binding protein
OMCOBO_06161	Lipoprotein
OMCOBO_06162	Putative two-component response regulator
OMCOBO_06163	histidine kinase
OMCOBO_06164	hypothetical protein
OMCOBO_06165	DUF4440 domain-containing protein
OMCOBO_06166	Nucleotide-diphosphate-sugar epimerase
OMCOBO_06167	MFS transporter
OMCOBO_06168	ScbR family autoregulator-binding transcription factor
OMCOBO_06169	DNA-binding response regulator
OMCOBO_06170	HTH merR-type domain-containing protein
OMCOBO_06171	Monooxygenase
OMCOBO_06172	Cyclase
OMCOBO_06173	Actinorhodin polyketide putative beta-ketoacyl synthase 1
OMCOBO_06174	Actinorhodin polyketide putative beta-ketoacyl synthase 2
OMCOBO_06175	Actinorhodin polyketide synthase acyl carrier protein
OMCOBO_06176	Putative ketoacyl reductase
OMCOBO_06177	Cyclase
OMCOBO_06178	Putative oxygenase
OMCOBO_06179	Oxidoreductase
OMCOBO_06180	MFS transporter
OMCOBO_06181	Acyltransferase
OMCOBO_06182	FMN reductase
OMCOBO_06183	Aldo/keto reductase
OMCOBO_06184	dTDP-glucose 4,6-dehydratase
OMCOBO_06185	lipopolysaccharide biosynthesis protein RfbH
OMCOBO_06186	NAD-dependent epimerase
OMCOBO_06187	NDP-hexose 2,3-dehydratase
OMCOBO_06188	Oxidoreductase
OMCOBO_06189	S-adenosyl methyltransferase
OMCOBO_06190	TetR family transcriptional regulator
OMCOBO_06191	Glycosyl transferase
OMCOBO_06192	Glycosyl transferase
OMCOBO_06193	Cytochrome P450
OMCOBO_06194	DNTP-hexose glycosyl transferase
OMCOBO_06195	DNTP-hexose glycosyl transferase
OMCOBO_06196	dTDP-4-dehydrorhamnose 3,5-epimerase
OMCOBO_06197	glucose-1-phosphate thymidylyltransferase RfbA
OMCOBO_06198	Reductase
OMCOBO_06199	Class I SAM-dependent methyltransferase
OMCOBO_06200	Methyltransferase
OMCOBO_06201	Carbamoyltransferase
OMCOBO_06202	hypothetical protein
OMCOBO_06203	Cytochrome P450
OMCOBO_06204	ATP-binding protein
OMCOBO_06205	DUF742 domain-containing protein
OMCOBO_06206	Dynein regulation protein LC7
OMCOBO_06207	histidine kinase
OMCOBO_06208	MBL fold metallo-hydrolase
OMCOBO_06209	Putative tetR-family transcriptional regulator
OMCOBO_06210	Membrane protein
OMCOBO_06211	Peptidase S1 domain-containing protein
OMCOBO_06212	Glyoxalase
OMCOBO_06213	Vitamin K epoxide reductase family protein
OMCOBO_06214	Putative branched-chain amino acid transport protein
OMCOBO_06215	Branched-chain amino acid transporter AzlC
OMCOBO_06216	Putative transcriptional regulator, AsnC family protein
OMCOBO_06217	N-acetyltransferase
OMCOBO_06218	hypothetical protein
OMCOBO_06219	Secreted protein
OMCOBO_06220	Sorbitol dehydrogenase
OMCOBO_06221	Flavin-binding monooxygenase
OMCOBO_06222	Methyltransferase
OMCOBO_06223	histidine kinase
OMCOBO_06224	DNA-binding response regulator
OMCOBO_06225	SCP domain-containing protein
OMCOBO_06226	RNA polymerase sigma factor
OMCOBO_06227	Transcriptional regulator
OMCOBO_06228	(S)-2-hydroxypropylphosphonic acid epoxidase
OMCOBO_06229	Hybrid non-ribosomal peptide synthetase/type I polyketide synthase
OMCOBO_06230	LacI family transcriptional regulator
OMCOBO_06231	HTH cro/C1-type domain-containing protein
OMCOBO_06232	6-carboxy-5,6,7,8-tetrahydropterin synthase
OMCOBO_06233	7-carboxy-7-deazaguanine synthase
OMCOBO_06234	GTP cyclohydrolase 1
OMCOBO_06235	ToyE
OMCOBO_06236	adenylosuccinate lyase
OMCOBO_06237	adenylosuccinate synthetase
OMCOBO_06238	ToyH
OMCOBO_06239	ToyI
OMCOBO_06240	7-cyano-7-deazaguanine synthase QueC
OMCOBO_06241	ToyA
OMCOBO_06242	Pyruvate, phosphate dikinase
OMCOBO_06243	hypothetical protein
OMCOBO_06244	Haloacid dehalogenase-like hydrolase domain-containing protein 2
OMCOBO_06245	Nucleotide pyrophosphatase
OMCOBO_06246	Polymerase nucleotidyl transferase domain-containing protein
OMCOBO_06247	DUF6031 domain-containing protein
OMCOBO_06248	Cyclase
OMCOBO_06249	Aldolase
OMCOBO_06250	Dephospho-CoA kinase
OMCOBO_06251	dCTP deaminase
OMCOBO_06252	Putative Na+/H+ antiporter
OMCOBO_06253	Argininosuccinate lyase
OMCOBO_06254	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
OMCOBO_06255	Carboxylase
OMCOBO_06256	MFS transporter
OMCOBO_06257	dimethylargininase
OMCOBO_06258	LuxR family transcriptional regulator
OMCOBO_06259	Adenosylcobinamide amidohydrolase
OMCOBO_06260	Histidine kinase
OMCOBO_06261	Alcohol dehydrogenase
OMCOBO_06262	MftR C-terminal domain-containing protein
OMCOBO_06263	Transcriptional regulator
OMCOBO_06264	MarR family transcriptional regulator
OMCOBO_06265	glutamate--cysteine ligase
OMCOBO_06266	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
OMCOBO_06267	Arginase
OMCOBO_06268	MBL fold hydrolase
OMCOBO_06269	MarR family transcriptional regulator
OMCOBO_06270	Glyoxalase
OMCOBO_06271	TetR family transcriptional regulator
OMCOBO_06272	DUF305 domain-containing protein
OMCOBO_06273	DUF6153 domain-containing protein
OMCOBO_06274	Carbonate dehydratase
OMCOBO_06275	Chaplin domain-containing protein
OMCOBO_06276	Nickel/cobalt efflux system
OMCOBO_06277	Putative amino acid permease
OMCOBO_06278	Betaine-aldehyde dehydrogenase
OMCOBO_06279	DUF6314 domain-containing protein
OMCOBO_06280	SAM-dependent methyltransferase
OMCOBO_06281	ABC transporter ATP-binding protein
OMCOBO_06282	SAM-dependent methyltransferase
OMCOBO_06283	XRE family transcriptional regulator
OMCOBO_06284	DUF397 domain-containing protein
OMCOBO_06285	ATP-binding protein
OMCOBO_06286	Coenzyme f390 synthetase
OMCOBO_06287	methylmalonyl Co-A mutase-associated GTPase MeaB
OMCOBO_06288	methylmalonyl-CoA mutase
OMCOBO_06289	methylmalonyl-CoA mutase
OMCOBO_06290	DUF4185 domain-containing protein
OMCOBO_06291	Molecular chaperone DnaJ
OMCOBO_06292	Lipoprotein
OMCOBO_06293	histidine kinase
OMCOBO_06294	Response regulator transcription factor
OMCOBO_06295	Hydrolase
OMCOBO_06296	Sporulation and cell division protein SsgA
OMCOBO_06297	YdbS-like PH domain-containing protein
OMCOBO_06298	YdbS-like PH domain-containing protein
OMCOBO_06299	TetR family transcriptional regulator
OMCOBO_06300	SUKH-4 immunity protein
OMCOBO_06301	DNA-binding protein
OMCOBO_06302	FUSC family protein
OMCOBO_06303	HTH-type transcriptional repressor KstR2
OMCOBO_06304	Beta/Gamma crystallin
OMCOBO_06305	TetR family transcriptional regulator
OMCOBO_06306	Short-chain dehydrogenase
OMCOBO_06307	Transcriptional regulator
OMCOBO_06308	Fructose-bisphosphate aldolase
OMCOBO_06309	Sugar isomerase (SIS)
OMCOBO_06310	Putative sugar-transport integral membrane protein SugI
OMCOBO_06311	SH3 domain-containing protein
OMCOBO_06312	YCII-related domain-containing protein
OMCOBO_06313	Endonuclease V
OMCOBO_06314	Saccharopine dehydrogenase
OMCOBO_06315	MFS transporter
OMCOBO_06316	MgtC/SapB transporter
OMCOBO_06317	Fatty acid-CoA racemase
OMCOBO_06318	hypothetical protein
OMCOBO_06319	Acyl-[acyl-carrier-protein] dehydrogenase MbtN
OMCOBO_06320	acetyl-CoA C-acetyltransferase
OMCOBO_06321	Enoyl-CoA hydratase/isomerase family protein
OMCOBO_06322	Transcriptional regulator
OMCOBO_06323	Acyl-CoA synthetase
OMCOBO_06324	L-asparagine permease
OMCOBO_06325	Appr-1-p processing protein
OMCOBO_06326	sphingomyelin phosphodiesterase
OMCOBO_06327	TetR family transcriptional regulator
OMCOBO_06328	Aldehyde dehydrogenase
OMCOBO_06329	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
OMCOBO_06330	hypothetical protein
OMCOBO_06331	Cholesterol esterase
OMCOBO_06332	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
OMCOBO_06333	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
OMCOBO_06334	Aminopeptidase N
OMCOBO_06335	X-prolyl-dipeptidyl aminopeptidase
OMCOBO_06336	Carboxypeptidase
OMCOBO_06337	D-amino-acid oxidase
OMCOBO_06338	Integral membrane bound transporter domain-containing protein
