Region_,Cluster_type_,Cluster-Name_,Start_,End_,Genes_total_,Completeness_crude glycerol pH4,Completeness_crude glycerol pH7,Completeness_pure glycerol pH7,Genes_expressed_crude glycerol pH4,Genes_expressed_crude glycerol pH7,Genes_expressed_pure glycerol pH7,Reads_total_crude glycerol pH4,Reads_total_crude glycerol pH7,Reads_total_pure glycerol pH7
contig_3,CDS,Tetratricopeptide_repeat_protein,718801,719272,1,100.0%,100.0%,100.0%,1,1,1,588,826,612
contig_3,CDS,Tetratricopeptide_repeat_protein,2962720,2964433,1,100.0%,100.0%,100.0%,1,1,1,5184,1103,2470
contig_3,CDS,Tetratricopeptide_repeat_protein_38,2551890,2553309,1,100.0%,100.0%,100.0%,1,1,1,194,296,361
contig_3,CDS,Thiamine-binding_protein_domain-containing_protein,364463,364772,1,100.0%,100.0%,100.0%,1,1,1,2526,690,1721
contig_3,CDS,Thiamine-binding_protein_domain-containing_protein,1206602,1206887,1,100.0%,100.0%,100.0%,1,1,1,548,498,476
contig_3,CDS,Thiamine_ABC_transporter_substrate-binding_protein,624733,625810,1,100.0%,100.0%,100.0%,1,1,1,2469,5904,43311
contig_3,CDS,Thiocillin_family_RiPP,1630128,1630305,1,100.0%,100.0%,100.0%,1,1,1,584,16564,5341
contig_3,CDS,Thiocillin_family_RiPP,1630362,1630569,1,100.0%,100.0%,100.0%,1,1,1,1111,25745,8792
contig_3,CDS,Thioesterase,1994786,1995296,1,100.0%,100.0%,100.0%,1,1,1,3263,820,1915
contig_3,CDS,Thioredoxin,2438152,2438701,1,100.0%,100.0%,100.0%,1,1,1,39,13,34
contig_3,CDS,Thioredoxin_domain-containing_protein,420627,421416,1,100.0%,100.0%,100.0%,1,1,1,511,443,510
contig_3,CDS,Threonine_synthase,2217110,2218289,1,100.0%,100.0%,100.0%,1,1,1,1554,2878,4005
contig_3,CDS,Threonine_transporter,1079825,1080287,1,100.0%,100.0%,100.0%,1,1,1,1596,412,643
contig_3,CDS,Tn3_family_transposase,1335139,1335589,1,100.0%,0.0%,0.0%,1,0,0,10,0,0
contig_3,CDS,Tn3_transposase_DDE_domain-containing_protein,1267638,1268607,1,100.0%,100.0%,100.0%,1,1,1,335,105,76
contig_3,CDS,Tn3_transposase_DDE_domain-containing_protein,1601796,1602135,1,100.0%,100.0%,0.0%,1,1,0,266,63,0
contig_3,CDS,TolB-like_translocation_protein,2546145,2547168,1,100.0%,100.0%,100.0%,1,1,1,388,84,433
contig_3,CDS,TolB-like_translocation_protein_signal_peptide,1900306,1901347,1,100.0%,100.0%,100.0%,1,1,1,48,28,37
contig_3,CDS,Tox-PL_domain-containing_protein,2870900,2877143,1,100.0%,100.0%,100.0%,1,1,1,1691,2176,1124
contig_3,CDS,Toxin,473656,473914,1,100.0%,100.0%,100.0%,1,1,1,4206,1560,4369
contig_3,CDS,"Toxin-antitoxin_system,_antitoxin_component",2344888,2345176,1,100.0%,100.0%,100.0%,1,1,1,629,129,175
contig_3,CDS,ToyA,1727534,1730378,1,100.0%,100.0%,100.0%,1,1,1,160,33,183
contig_3,CDS,ToyE,1721769,1722915,1,100.0%,100.0%,100.0%,1,1,1,693,343,1231
contig_3,CDS,ToyH,1725333,1725855,1,100.0%,100.0%,100.0%,1,1,1,163,189,582
contig_3,CDS,ToyI,1725860,1726559,1,100.0%,100.0%,100.0%,1,1,1,2588,3252,2788
contig_3,CDS,TraM_recognition_domain-containing_protein,1315487,1317281,1,100.0%,100.0%,100.0%,1,1,1,80,41,7
contig_3,CDS,Transcription_factor_zinc-finger_domain-containing_protein,2265924,2266149,1,100.0%,100.0%,100.0%,1,1,1,201,41,239
contig_3,CDS,Transcription_regulator_TrmB_N-terminal_domain-containing_protein,1557307,1558246,1,100.0%,100.0%,100.0%,1,1,1,92,66,290
contig_3,CDS,Transcription_termination/antitermination_protein_NusA,676407,677400,1,100.0%,100.0%,100.0%,1,1,1,6875,11036,11305
contig_3,CDS,Transcriptional_regulator,175406,176420,1,100.0%,100.0%,100.0%,1,1,1,71,28,48
contig_3,CDS,Transcriptional_regulator,224555,225020,1,100.0%,100.0%,100.0%,1,1,1,177,156,109
contig_3,CDS,Transcriptional_regulator,243808,244933,1,100.0%,100.0%,100.0%,1,1,1,4833,364,518
contig_3,CDS,Transcriptional_regulator,361261,361738,1,100.0%,100.0%,100.0%,1,1,1,8002,6641,20793
contig_3,CDS,Transcriptional_regulator,501457,502759,1,100.0%,100.0%,100.0%,1,1,1,208,145,259
contig_3,CDS,Transcriptional_regulator,516068,516686,1,100.0%,100.0%,100.0%,1,1,1,301,280,460
contig_3,CDS,Transcriptional_regulator,747228,747612,1,100.0%,100.0%,100.0%,1,1,1,12815,3623,11493
contig_3,CDS,Transcriptional_regulator,763095,763473,1,100.0%,100.0%,100.0%,1,1,1,1685,384,819
contig_3,CDS,Transcriptional_regulator,843124,843811,1,100.0%,100.0%,100.0%,1,1,1,774,224,1291
contig_3,CDS,Transcriptional_regulator,1097766,1099128,1,100.0%,100.0%,100.0%,1,1,1,2169,1001,666
contig_3,CDS,Transcriptional_regulator,1179359,1180430,1,100.0%,100.0%,100.0%,1,1,1,365,241,297
contig_3,CDS,Transcriptional_regulator,1267245,1267416,1,100.0%,100.0%,0.0%,1,1,0,10,12,0
contig_3,CDS,Transcriptional_regulator,1273816,1274698,1,100.0%,100.0%,100.0%,1,1,1,1147,256,422
contig_3,CDS,Transcriptional_regulator,1301402,1302137,1,100.0%,100.0%,100.0%,1,1,1,93136,25487,11041
contig_3,CDS,Transcriptional_regulator,1302426,1302660,1,100.0%,100.0%,100.0%,1,1,1,1865,904,359
contig_3,CDS,Transcriptional_regulator,1383356,1384487,1,100.0%,100.0%,100.0%,1,1,1,114,61,57
contig_3,CDS,Transcriptional_regulator,1530295,1530979,1,100.0%,100.0%,100.0%,1,1,1,1043,502,454
contig_3,CDS,Transcriptional_regulator,1592179,1593394,1,100.0%,100.0%,100.0%,1,1,1,16254,2324,5467
contig_3,CDS,Transcriptional_regulator,1635389,1635689,1,100.0%,100.0%,100.0%,1,1,1,1428,1006,2315
contig_3,CDS,Transcriptional_regulator,1710868,1711948,1,100.0%,100.0%,100.0%,1,1,1,390,246,377
contig_3,CDS,Transcriptional_regulator,1752977,1753907,1,100.0%,100.0%,100.0%,1,1,1,205,63,60
contig_3,CDS,Transcriptional_regulator,1798687,1799491,1,100.0%,100.0%,100.0%,1,1,1,2861,778,1143
contig_3,CDS,Transcriptional_regulator,1816003,1816786,1,100.0%,100.0%,100.0%,1,1,1,1029,417,962
contig_3,CDS,Transcriptional_regulator,1956658,1957708,1,100.0%,100.0%,0.0%,1,1,0,112,9,0
contig_3,CDS,Transcriptional_regulator,1978124,1978769,1,100.0%,100.0%,100.0%,1,1,1,81,51,103
contig_3,CDS,Transcriptional_regulator,1980850,1981792,1,100.0%,100.0%,100.0%,1,1,1,69,39,36
contig_3,CDS,Transcriptional_regulator,2121167,2121539,1,100.0%,100.0%,100.0%,1,1,1,148,153,167
contig_3,CDS,Transcriptional_regulator,2156901,2157945,1,100.0%,100.0%,100.0%,1,1,1,161,92,123
contig_3,CDS,Transcriptional_regulator,2210269,2211559,1,100.0%,100.0%,100.0%,1,1,1,368,218,108
contig_3,CDS,Transcriptional_regulator,2312671,2313118,1,100.0%,100.0%,100.0%,1,1,1,1721,558,609
contig_3,CDS,Transcriptional_regulator,2320575,2321733,1,100.0%,100.0%,100.0%,1,1,1,1297,232,580
contig_3,CDS,Transcriptional_regulator,2360261,2360783,1,100.0%,100.0%,100.0%,1,1,1,1882,508,865
contig_3,CDS,Transcriptional_regulator,2379919,2380288,1,100.0%,100.0%,100.0%,1,1,1,2045,298,1075
contig_3,CDS,Transcriptional_regulator,2391458,2392328,1,100.0%,100.0%,100.0%,1,1,1,198,515,463
contig_3,CDS,Transcriptional_regulator,2458318,2459122,1,100.0%,100.0%,0.0%,1,1,0,34,5,0
contig_3,CDS,Transcriptional_regulator,2587676,2589206,1,100.0%,100.0%,100.0%,1,1,1,6984,247,1152
contig_3,CDS,Transcriptional_regulator,2701141,2701516,1,100.0%,100.0%,100.0%,1,1,1,1082,321,822
contig_3,CDS,Transcriptional_regulator,2703337,2703949,1,100.0%,100.0%,100.0%,1,1,1,602,421,293
contig_3,CDS,Transcriptional_regulator,2801637,2802096,1,100.0%,100.0%,100.0%,1,1,1,172,14,93
contig_3,CDS,Transcriptional_regulator,2806172,2807798,1,100.0%,100.0%,100.0%,1,1,1,1697,1056,2111
contig_3,CDS,Transcriptional_regulator,2807797,2808385,1,100.0%,100.0%,100.0%,1,1,1,872,309,707
contig_3,CDS,Transcriptional_regulator,2820399,2820732,1,100.0%,100.0%,100.0%,1,1,1,213,87,92
contig_3,CDS,Transcriptional_regulator,2857736,2858720,1,100.0%,100.0%,100.0%,1,1,1,76,14,50
contig_3,CDS,Transcriptional_regulator,2864170,2864476,1,100.0%,0.0%,0.0%,1,0,0,105,0,0
contig_3,CDS,Transcriptional_regulator,3003682,3004450,1,100.0%,100.0%,100.0%,1,1,1,201,237,292
contig_3,CDS,Transcriptional_regulator,3009668,3010535,1,100.0%,100.0%,100.0%,1,1,1,283,101,159
contig_3,CDS,"Transcriptional_regulator,_AsnC_family",553511,553745,1,100.0%,100.0%,100.0%,1,1,1,1275,549,1065
contig_3,CDS,"Transcriptional_regulator,_GntR_family",1240150,1240852,1,100.0%,100.0%,100.0%,1,1,1,4448,1035,2966
contig_3,CDS,Transcriptional_regulator_C_ArsR_family,364784,365774,1,100.0%,100.0%,100.0%,1,1,1,844,339,590
contig_3,CDS,Transcriptional_regulator_C_MarR_family,1431344,1431812,1,100.0%,100.0%,100.0%,1,1,1,514,39,16
contig_3,CDS,Transcriptional_regulator_C_PadR-like_family,3006081,3006639,1,100.0%,100.0%,100.0%,1,1,1,513,209,673
contig_3,CDS,Transcriptional_regulator_C_TetR_family,2520998,2521583,1,100.0%,100.0%,100.0%,1,1,1,14,8,13
contig_3,CDS,Transcriptional_regulator_C_XRE_family,1233009,1233642,1,100.0%,100.0%,100.0%,1,1,1,7742,1980,2129
contig_3,CDS,Transcriptional_regulator_C_XRE_family,1512082,1512925,1,100.0%,100.0%,100.0%,1,1,1,3537,1322,2485
contig_3,CDS,Transcriptional_regulator_DauR-like_HTH_domain-containing_protein,1206883,1207264,1,100.0%,100.0%,100.0%,1,1,1,9732,2546,5707
contig_3,CDS,Transcriptional_regulator_WhiB,103971,104322,1,100.0%,100.0%,100.0%,1,1,1,2473,772,1303
contig_3,CDS,Transcriptional_regulator_WhiB,161429,161687,1,100.0%,100.0%,100.0%,1,1,1,46468,28699,213282
contig_3,CDS,Transcriptional_regulator_WhiB,1379637,1380285,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,Transcriptional_regulator_of_sugar_metabolism,1995329,1996112,1,100.0%,100.0%,100.0%,1,1,1,584,90,303
contig_3,CDS,Transcriptional_regulatory_protein,391613,392294,1,100.0%,100.0%,100.0%,1,1,1,60,12,4
contig_3,CDS,Transcriptional_regulatory_protein_AfsQ1,2192768,2193449,1,100.0%,100.0%,100.0%,1,1,1,2074,303,362
contig_3,CDS,Transcriptional_regulatory_protein_CutR,860814,861468,1,100.0%,100.0%,100.0%,1,1,1,9789,1765,1802
contig_3,CDS,Transcriptional_regulatory_protein_LiaR,2176921,2177575,1,100.0%,100.0%,100.0%,1,1,1,654,366,1020
contig_3,CDS,Transcriptional_regulatory_protein_MoaR1,1579673,1582451,1,100.0%,100.0%,100.0%,1,1,1,228,123,97
contig_3,CDS,Transferase,1849954,1851625,1,100.0%,100.0%,100.0%,1,1,1,3212,1888,1031
contig_3,CDS,Transglycosylase-associated_protein,2584692,2584959,1,100.0%,100.0%,100.0%,1,1,1,17487,30814,37414
contig_3,CDS,Transglycosylase_SLT_domain-containing_protein,761170,761863,1,100.0%,100.0%,100.0%,1,1,1,3673,514,3037
contig_3,CDS,Transmembrane_protein,785993,786512,1,100.0%,100.0%,100.0%,1,1,1,500,95,241
contig_3,CDS,Transmembrane_protein,1573237,1573516,1,100.0%,100.0%,100.0%,1,1,1,198,111,53
contig_3,CDS,Transmembrane_protein,2585795,2586611,1,100.0%,100.0%,100.0%,1,1,1,12073,3595,12399
contig_3,CDS,Transmembrane_protein,2940959,2941679,1,100.0%,100.0%,100.0%,1,1,1,133,38,65
contig_3,CDS,Transport_permease_protein,899103,899967,1,100.0%,100.0%,100.0%,1,1,1,705,396,260
contig_3,CDS,Transport_permease_protein,1855161,1856100,1,100.0%,100.0%,100.0%,1,1,1,15758,5429,10116
contig_3,CDS,Transporter,510699,512151,1,100.0%,100.0%,100.0%,1,1,1,55,21,59
contig_3,CDS,Transporter,516830,518147,1,100.0%,100.0%,100.0%,1,1,1,767,470,770
contig_3,CDS,Transporter,1297950,1298739,1,100.0%,100.0%,100.0%,1,1,1,475,108,192
contig_3,CDS,Transporter,1510027,1511413,1,100.0%,100.0%,100.0%,1,1,1,2665,2227,8373
contig_3,CDS,Transporter,2367477,2368374,1,100.0%,100.0%,100.0%,1,1,1,1473,16,12
contig_3,CDS,Transporter,2616087,2616654,1,100.0%,100.0%,100.0%,1,1,1,141,130,192
contig_3,CDS,Transporter,3017462,3018368,1,100.0%,100.0%,100.0%,1,1,1,150,55,90
contig_3,CDS,Transporter_membrane_subunit,1047716,1049207,1,100.0%,100.0%,100.0%,1,1,1,441,229,243
contig_3,CDS,Transposase,540231,540417,1,100.0%,100.0%,100.0%,1,1,1,1968,1434,3672
contig_3,CDS,Transposase,1255466,1255808,1,0.0%,100.0%,0.0%,0,1,0,0,16,0
contig_3,CDS,Transposase,1255838,1255955,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,Transposase,1296753,1297191,1,100.0%,100.0%,100.0%,1,1,1,801,521,2543
contig_3,CDS,Transposase,1377980,1378172,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,Transposase,1405641,1405893,1,100.0%,100.0%,100.0%,1,1,1,1774,738,214
contig_3,CDS,Transposase,1406186,1406513,1,100.0%,100.0%,0.0%,1,1,0,47,217,0
contig_3,CDS,Transposase,2198233,2198536,1,100.0%,100.0%,0.0%,1,1,0,96,37,0
contig_3,CDS,Transposase,2340242,2341460,1,100.0%,100.0%,100.0%,1,1,1,34110,696,1133
contig_3,CDS,Transposase,2987072,2987360,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,Transposase_IS4-like_domain-containing_protein,2483981,2484557,1,100.0%,100.0%,100.0%,1,1,1,88,99,318
contig_3,CDS,Transposase_IS4_family_protein,1295717,1296203,1,100.0%,100.0%,100.0%,1,1,1,99,44,33
contig_3,CDS,TrbC/VIRB2_family_protein,1546544,1546925,1,100.0%,0.0%,0.0%,1,0,0,5,0,0
contig_3,CDS,Triosephosphate_isomerase,1940233,1941025,1,100.0%,100.0%,100.0%,1,1,1,125,10,22
contig_3,CDS,Tripeptidyl_aminopeptidase,2393149,2394757,1,100.0%,100.0%,100.0%,1,1,1,4353,2581,5529
contig_3,CDS,Trk_system_potassium_uptake_protein_TrkA,878371,879043,1,100.0%,100.0%,100.0%,1,1,1,4435,3858,3453
contig_3,CDS,Trk_system_potassium_uptake_protein_TrkA,879039,879708,1,100.0%,100.0%,100.0%,1,1,1,2782,2344,2088
contig_3,CDS,Trypsin-co-occurring_domain-containing_protein,2581039,2581441,1,100.0%,100.0%,100.0%,1,1,1,95,59,5
contig_3,CDS,Tryptorubin_family_RiPP,2862432,2862522,1,100.0%,100.0%,100.0%,1,1,1,367,39,96
contig_3,CDS,Two-component_sensor_histidine_kinase,30765,32031,1,100.0%,100.0%,100.0%,1,1,1,1628,246,361
contig_3,CDS,Two-component_system_response_regulator,203071,203812,1,100.0%,100.0%,100.0%,1,1,1,2924,738,703
contig_3,CDS,Two-component_system_response_regulator,371977,372715,1,100.0%,100.0%,100.0%,1,1,1,24,47,3
contig_3,CDS,Type-2Aa_cytolytic_delta-endotoxin,2905390,2905987,1,100.0%,100.0%,100.0%,1,1,1,1291,622,1070
contig_3,CDS,Type-5_uracil-DNA_glycosylase,2555851,2556625,1,100.0%,0.0%,0.0%,1,0,0,3,0,0
contig_3,CDS,Type_III_PKS_C_putative_chalcone_synthase,893849,894902,1,100.0%,100.0%,100.0%,1,1,1,2671,249,1882
contig_3,CDS,Type_III_effector_protein,1314932,1315418,1,0.0%,100.0%,100.0%,0,1,1,0,35,32
contig_3,CDS,Type_II_secretion_system_protein,1584012,1584759,1,100.0%,100.0%,0.0%,1,1,0,159,55,0
contig_3,CDS,Type_II_secretion_system_protein,1584908,1585820,1,100.0%,100.0%,100.0%,1,1,1,458,232,107
contig_3,CDS,Type_VII_secretion-associated_serine_protease,693961,695137,1,100.0%,100.0%,100.0%,1,1,1,33564,10024,6898
contig_3,CDS,Type_VII_secretion-associated_serine_protease,697146,698496,1,100.0%,100.0%,100.0%,1,1,1,35546,20957,31206
contig_3,CDS,Type_VII_secretion_protein_EccC,1566361,1570339,1,100.0%,100.0%,100.0%,1,1,1,8163,4210,4998
contig_3,CDS,Type_VII_secretion_system-associated_protein,115491,116055,1,100.0%,100.0%,100.0%,1,1,1,2474,1071,1242
contig_3,CDS,Type_VII_secretion_system_protein_EccE_domain-containing_protein,689275,690649,1,100.0%,100.0%,100.0%,1,1,1,15343,7410,3468
contig_3,CDS,Tyrosine_recombinase_XerC,600213,601242,1,100.0%,100.0%,100.0%,1,1,1,410,93,101
contig_3,CDS,UBP-type_domain-containing_protein,166167,166428,1,100.0%,100.0%,100.0%,1,1,1,290,154,264
contig_3,CDS,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentape_ptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase,372777,373938,1,100.0%,100.0%,100.0%,1,1,1,8,36,24
contig_3,CDS,UDP-N-acetylglucosamine_1-carboxyvinyltransferase,981053,982583,1,100.0%,100.0%,100.0%,1,1,1,2409,2018,1610
contig_3,CDS,UDP-N-acetylmuramate--L-alanine_ligase,1040784,1042188,1,100.0%,100.0%,100.0%,1,1,1,12069,9607,6319
contig_3,CDS,UDP-glucose_4-epimerase,2159907,2160312,1,100.0%,100.0%,100.0%,1,1,1,258,104,116
contig_3,CDS,UDP-glucose_4-epimerase_GalE,1386014,1387010,1,100.0%,100.0%,100.0%,1,1,1,1147,480,712
contig_3,CDS,UMP_kinase,620550,621321,1,100.0%,100.0%,100.0%,1,1,1,10174,7863,5765
contig_3,CDS,UPF0056_membrane_protein,62337,62943,1,100.0%,100.0%,100.0%,1,1,1,1136,187,97
contig_3,CDS,UPF0166_protein,182116,182566,1,100.0%,100.0%,100.0%,1,1,1,536,47,67
contig_3,CDS,UPF0182_protein_CG747_02415,116260,119074,1,100.0%,100.0%,100.0%,1,1,1,45393,66619,274260
contig_3,CDS,UPF0225_protein,2235189,2235474,1,100.0%,100.0%,100.0%,1,1,1,224,148,103
contig_3,CDS,UPF0256_protein,1180463,1181717,1,100.0%,100.0%,100.0%,1,1,1,1146,760,1945
contig_3,CDS,UPF0276_protein,1028572,1029070,1,100.0%,100.0%,100.0%,1,1,1,43,68,45
contig_3,CDS,Undecaprenyl-phosphate_alpha-N-acetylglucosaminyl_1-phosphate_transferase,250623,251976,1,100.0%,100.0%,100.0%,1,1,1,14163,6513,13032
contig_3,CDS,Universal_stress_protein,2300223,2301078,1,100.0%,100.0%,100.0%,1,1,1,54,7,55
contig_3,CDS,Uracil_permease,1209354,1210758,1,100.0%,100.0%,100.0%,1,1,1,2236,237,253
contig_3,CDS,Uracil_permease,2501948,2503304,1,100.0%,100.0%,100.0%,1,1,1,477,63,125
contig_3,CDS,Urease_accessory_protein_UreD,2389657,2390479,1,100.0%,100.0%,100.0%,1,1,1,2921,2421,2549
contig_3,CDS,Urease_accessory_protein_UreF,2388232,2388907,1,100.0%,100.0%,100.0%,1,1,1,3365,156,71
contig_3,CDS,Urease_subunit_alpha,513122,514817,1,100.0%,100.0%,100.0%,1,1,1,276,41,157
contig_3,CDS,Urease_subunit_gamma,512418,513126,1,100.0%,100.0%,100.0%,1,1,1,72,23,27
contig_3,CDS,UspA_domain-containing_protein,1963617,1964079,1,100.0%,100.0%,100.0%,1,1,1,2256,435,1061
contig_3,CDS,UspA_domain-containing_protein,2302994,2303864,1,100.0%,100.0%,100.0%,1,1,1,44,12,25
contig_3,CDS,V8-like_Glu-specific_endopeptidase,793495,794683,1,100.0%,100.0%,100.0%,1,1,1,8741,12057,8044
contig_3,CDS,VCBS_repeat-containing_protein,989821,990775,1,100.0%,100.0%,100.0%,1,1,1,642,540,174
contig_3,CDS,VCBS_repeat-containing_protein,991118,992102,1,100.0%,100.0%,100.0%,1,1,1,104,885,20504
contig_3,CDS,VOC_domain-containing_protein,1498445,1498799,1,100.0%,100.0%,100.0%,1,1,1,2231,1910,2395
contig_3,CDS,VOC_domain-containing_protein,2318389,2318812,1,100.0%,100.0%,100.0%,1,1,1,225,219,161
contig_3,CDS,VTT_domain-containing_protein,2276429,2277092,1,100.0%,100.0%,100.0%,1,1,1,2436,1873,4045
contig_3,CDS,VWA_containing_CoxE_family_protein,1326770,1328567,1,100.0%,100.0%,100.0%,1,1,1,121,28,15
contig_3,CDS,VWA_domain-containing_protein,1575595,1577416,1,100.0%,100.0%,100.0%,1,1,1,119,87,64
contig_3,CDS,VWFA_domain-containing_protein,2072306,2073026,1,100.0%,100.0%,100.0%,1,1,1,1910,1140,1557
contig_3,CDS,VanZ-like_domain-containing_protein,2804995,2806075,1,100.0%,100.0%,100.0%,1,1,1,189,315,506
contig_3,CDS,Vegetative_cell_wall_protein,1259446,1260607,1,100.0%,100.0%,0.0%,1,1,0,31,24,0
contig_3,CDS,Vegetative_cell_wall_protein_gp1,2082414,2083305,1,100.0%,100.0%,100.0%,1,1,1,559,77,41
contig_3,CDS,Virginiamycin_B_lyase,3019362,3021033,1,100.0%,100.0%,100.0%,1,1,1,364,694,612
contig_3,CDS,Vitamin_K_epoxide_reductase_family_protein,1698418,1699306,1,100.0%,100.0%,100.0%,1,1,1,184,115,114
contig_3,CDS,WD40_repeat_domain-containing_protein,1419049,1419979,1,100.0%,100.0%,100.0%,1,1,1,154,263,141
contig_3,CDS,WXG100_family_type_VII_secretion_target,695492,697058,1,100.0%,100.0%,100.0%,1,1,1,48438,49746,40422
contig_3,CDS,WXG100_family_type_VII_secretion_target,707104,707872,1,100.0%,100.0%,100.0%,1,1,1,108,216,75
contig_3,CDS,WXG100_family_type_VII_secretion_target,1564329,1564662,1,100.0%,100.0%,100.0%,1,1,1,12474,3903,6060
contig_3,CDS,WXG100_family_type_VII_secretion_target,2877339,2877720,1,100.0%,100.0%,100.0%,1,1,1,268,105,283
contig_3,CDS,X-Pro_dipeptidyl-peptidase,1276887,1278633,1,100.0%,100.0%,100.0%,1,1,1,931,856,1665
contig_3,CDS,X-prolyl-dipeptidyl_aminopeptidase,1831028,1833002,1,100.0%,100.0%,100.0%,1,1,1,1662,343,333
contig_3,CDS,XRE_family_transcriptional_regulator,1401676,1402897,1,100.0%,100.0%,100.0%,1,1,1,10767,8302,6698
contig_3,CDS,XRE_family_transcriptional_regulator,1773680,1774589,1,100.0%,100.0%,100.0%,1,1,1,9439,2288,3546
contig_3,CDS,XRE_family_transcriptional_regulator,2622913,2623528,1,100.0%,100.0%,100.0%,1,1,1,15,28,90
contig_3,CDS,XRE_family_transcriptional_regulator,3021150,3021846,1,100.0%,100.0%,100.0%,1,1,1,102,89,33
contig_3,CDS,Xanthine_and_CO_dehydrogenases_maturation_factor_CXdhC_or_CoxF_family,1172960,1174154,1,100.0%,100.0%,100.0%,1,1,1,2395,891,4146
contig_3,CDS,Xanthine_dehydrogenase,1115129,1117268,1,100.0%,100.0%,100.0%,1,1,1,383,239,591
contig_3,CDS,Xylose_transport_system_permease_protein_XylH,1003007,1004282,1,100.0%,100.0%,100.0%,1,1,1,1816,699,1189
contig_3,CDS,Xylose_transport_system_permease_protein_XylH,1242245,1243313,1,100.0%,100.0%,100.0%,1,1,1,2954,682,631
contig_3,CDS,YCII-related_domain-containing_protein,1804308,1804608,1,100.0%,100.0%,100.0%,1,1,1,1863,580,1041
contig_3,CDS,YD_repeat-containing_protein,219134,219401,1,100.0%,100.0%,100.0%,1,1,1,175,61,78
contig_3,CDS,YbaK/aminoacyl-tRNA_synthetase-associated_domain-containing_protein,2289028,2289586,1,100.0%,100.0%,100.0%,1,1,1,3032,934,2117
contig_3,CDS,YdbS-like_PH_domain-containing_protein,1787864,1789490,1,100.0%,100.0%,100.0%,1,1,1,178,228,64
contig_3,CDS,YdbS-like_PH_domain-containing_protein,1789486,1790005,1,100.0%,100.0%,100.0%,1,1,1,56,68,36
contig_3,CDS,YiaAB_two_helix_domain-containing_protein,1893861,1894155,1,100.0%,100.0%,100.0%,1,1,1,29693,543,563
contig_3,CDS,YigZ_family_protein,2294555,2295182,1,100.0%,100.0%,100.0%,1,1,1,2206,240,582
contig_3,CDS,YlxR_domain-containing_protein,677526,677805,1,100.0%,100.0%,100.0%,1,1,1,33587,16817,35439
contig_3,CDS,YraN_family_protein,603942,604110,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_3,CDS,YwqJ-like_deaminase,1560080,1563389,1,100.0%,100.0%,100.0%,1,1,1,18676,5860,5583
contig_3,CDS,Zinc-binding_alcohol_dehydrogenase,2692412,2693369,1,100.0%,100.0%,100.0%,1,1,1,623,53,74
contig_3,CDS,Zinc-binding_alcohol_dehydrogenase,2706554,2707499,1,100.0%,100.0%,100.0%,1,1,1,1043,826,1247
contig_3,CDS,Zinc-finger_domain-containing_protein,2697020,2697770,1,100.0%,100.0%,0.0%,1,1,0,162,56,0
contig_3,CDS,Zinc_finger_CGNR_domain-containing_protein,186125,186737,1,100.0%,100.0%,100.0%,1,1,1,537,744,978
contig_3,CDS,Zinc_finger_CGNR_domain-containing_protein,2619875,2620355,1,100.0%,100.0%,100.0%,1,1,1,250,78,285
contig_3,CDS,Zinc_finger_CGNR_domain-containing_protein,2732771,2733356,1,100.0%,100.0%,100.0%,1,1,1,882,516,987
contig_3,CDS,Zinc_metalloprotease,2093580,2094714,1,100.0%,100.0%,100.0%,1,1,1,2779,248,628
contig_3,CDS,Zinc_protease,716617,717997,1,100.0%,100.0%,100.0%,1,1,1,4365,3798,2016
contig_3,CDS,[protein-PII]_uridylyltransferase,585582,588066,1,100.0%,100.0%,100.0%,1,1,1,215,210,72
contig_3,CDS,[ribosomal_protein_uS5]-alanine_N-acetyltransferase,1492669,1493311,1,100.0%,100.0%,100.0%,1,1,1,1773,327,334
contig_3,CDS,[ribosomal_protein_uS5]-alanine_N-acetyltransferase,2239878,2240463,1,100.0%,100.0%,100.0%,1,1,1,2036,482,1065
contig_3,CDS,acetaldehyde_dehydrogenase_(acetylating),2530783,2531686,1,100.0%,100.0%,100.0%,1,1,1,17,33,16
contig_3,CDS,acetolactate_synthase_large_subunit,491640,493497,1,100.0%,100.0%,100.0%,1,1,1,53019,95453,108475
contig_3,CDS,acetolactate_synthase_small_subunit,493538,494063,1,100.0%,100.0%,100.0%,1,1,1,18193,37070,45773
contig_3,CDS,acetyl-CoA_C-acetyltransferase,1812512,1813727,1,100.0%,100.0%,100.0%,1,1,1,4234,4512,8170
contig_3,CDS,acetyl-CoA_C-acetyltransferase,2521619,2522777,1,100.0%,100.0%,100.0%,1,1,1,589,121,368
contig_3,CDS,aconitate_hydratase_AcnA,986979,989694,1,100.0%,100.0%,100.0%,1,1,1,149370,57526,89638
contig_3,CDS,acylphosphatase,567632,567896,1,100.0%,100.0%,100.0%,1,1,1,386,114,137
contig_3,CDS,adenine_phosphoribosyltransferase,2741600,2742185,1,100.0%,100.0%,0.0%,1,1,0,1,24,0
