Species,Contigs,Accession,Status,TaxID
Streptomyces sp. NPDC060198,693,GCF_042728415.1,Scaffold,3347070
Streptomyces sp. NPDC060205,663,GCF_042728395.1,Scaffold,3347072
Streptomyces sp. NPDC060209,594,GCF_042728155.1,Scaffold,3347073
Streptomyces sp. NPDC060210,432,GCF_042728075.1,Scaffold,3347074
Streptomyces sp. NPDC060223,735,GCF_042727635.1,Scaffold,3347077
Streptomyces sp. NPDC060232,59,GCF_042726555.1,Scaffold,3347079
Streptomyces sp. NPDC060235,577,GCF_042727575.1,Scaffold,3347080
Streptomyces sp. NPDC060243,279,GCF_042727455.1,Scaffold,3347081
Streptomyces sp. NPDC060275,219,GCF_042727285.1,Scaffold,3347090
Streptomyces sp. NPDC060286,100,GCF_042727075.1,Scaffold,3347094
Streptomyces sp. NPDC060311,55,GCF_042725535.1,Scaffold,3347096
Streptomyces sp. NPDC060322,46,GCF_042725565.1,Scaffold,3347097
Streptomyces sp. NPDC060333,263,GCF_042725455.1,Scaffold,3347098
Streptomyces sp. NPDC060334,220,GCF_042725235.1,Scaffold,3347099
Streptomyces sp. NPDC060366,65,GCF_042725135.1,Scaffold,3347105
Streptomyces sp. NPDC079020,46,GCF_044542225.1,Scaffold,3365722
Streptomyces sp. NPDC079141,48,GCF_040686775.1,Scaffold,3155056
Streptomyces sp. NPDC079167,60,GCF_040686735.1,Scaffold,3154513
Streptomyces sp. NPDC079189,942,GCF_040686655.1,Scaffold,3154514
Streptomyces sp. NPDC085460,30,GCF_044541975.1,Scaffold,3365723
Streptomyces sp. NPDC085463,32,GCF_044541925.1,Scaffold,3365724
Streptomyces sp. NPDC085466,42,GCF_044541885.1,Scaffold,3365725
Streptomyces sp. NPDC085479,26,GCF_044541915.1,Scaffold,3365726
Streptomyces sp. NPDC085481,34,GCF_044541845.1,Scaffold,3365727
Streptomyces sp. NPDC085524,81,GCF_044541755.1,Scaffold,3365728
Streptomyces sp. NPDC085529,53,GCF_044541765.1,Scaffold,3365729
Streptomyces sp. NPDC085540,91,GCF_044541665.1,Scaffold,3365730
Streptomyces sp. NPDC085596,18,GCF_044541565.1,Scaffold,3365731
Streptomyces sp. NPDC085612,45,GCF_044541525.1,Scaffold,3365732
Streptomyces sp. NPDC085614,75,GCF_044541505.1,Scaffold,3365733
Streptomyces sp. NPDC085639,43,GCF_044541275.1,Scaffold,3365734
Streptomyces sp. NPDC085659,66,GCF_040702185.1,Scaffold,3155177
Streptomyces sp. NPDC085665,63,GCF_044541105.1,Scaffold,3365735
Streptomyces sp. NPDC085866,45,GCF_044541035.1,Scaffold,3365736
Streptomyces sp. NPDC085900,35,GCF_044540925.1,Scaffold,3365737
Streptomyces sp. NPDC085927,45,GCF_044540975.1,Scaffold,3365738
Streptomyces sp. NPDC085929,192,GCF_044540885.1,Scaffold,3365739
Streptomyces sp. NPDC085931,70,GCF_044540565.1,Scaffold,3365740
Streptomyces sp. NPDC085932,22,GCF_044540525.1,Scaffold,3365741
Streptomyces sp. NPDC085937,34,GCF_044540535.1,Scaffold,3365742
Streptomyces sp. NPDC085942,47,GCF_044540495.1,Scaffold,3365743
Streptomyces sp. NPDC085944,55,GCF_040686295.1,Scaffold,3154962
Streptomyces sp. NPDC085946,77,GCF_044540485.1,Scaffold,3365744
Streptomyces sp. NPDC085995,187,GCF_040686135.1,Scaffold,3154861
Streptomyces sp. NPDC086010,84,GCF_044540355.1,Scaffold,3365745
Streptomyces sp. NPDC086023,54,GCF_044540325.1,Scaffold,3365746
Streptomyces sp. NPDC086033,49,GCF_044540275.1,Scaffold,3365747
Streptomyces sp. NPDC086077,327,GCF_040686175.1,Scaffold,3154862
Streptomyces sp. NPDC086080,119,GCF_044540255.1,Scaffold,3365748
Streptomyces sp. NPDC086081,52,GCF_044746605.1,Scaffold,3365749
Streptomyces sp. NPDC086082,29,GCF_044746665.1,Scaffold,3365750
Streptomyces sp. NPDC086091,66,GCF_044746465.1,Scaffold,3365751
Streptomyces sp. NPDC086122,131,GCF_040686155.1,Scaffold,3155294
Streptomyces sp. NPDC086147,61,GCF_040702165.1,Scaffold,3155295
Streptomyces sp. NPDC086182,103,GCF_040686035.1,Scaffold,3155058
Streptomyces sp. NPDC086519,178,GCF_040686075.1,Scaffold,3154863
Streptomyces sp. NPDC086549,74,GCF_044746205.1,Scaffold,3365752
Streptomyces sp. NPDC086554,65,GCF_040686095.1,Scaffold,3154864
Streptomyces sp. NPDC086669,30,GCF_044746065.1,Scaffold,3365753
Streptomyces sp. NPDC086766,65,GCF_044746005.1,Scaffold,3365754
Streptomyces sp. NPDC086771,48,GCF_044745985.1,Scaffold,3365755
Streptomyces sp. NPDC086776,29,GCF_044745935.1,Scaffold,3365756
Streptomyces sp. NPDC086777,105,GCF_040702065.1,Scaffold,3154866
Streptomyces sp. NPDC086779,53,GCF_040686015.1,Scaffold,3156670
Streptomyces sp. NPDC086782,64,GCF_044745925.1,Scaffold,3365757
Streptomyces sp. NPDC086783,42,GCF_044745905.1,Scaffold,3365758
Streptomyces sp. NPDC086787,60,GCF_044745865.1,Scaffold,3365759
Streptomyces sp. NPDC086796,57,GCF_044745825.1,Scaffold,3365760
Streptomyces sp. NPDC086835,37,GCF_044745705.1,Scaffold,3365761
Streptomyces sp. NPDC086838,14,GCF_044745725.1,Scaffold,3365762
Streptomyces sp. NPDC086843,36,GCF_044745645.1,Scaffold,3365763
Streptomyces sp. NPDC086989,63,GCF_044745505.1,Scaffold,3365764
Streptomyces sp. NPDC086993,74,GCF_044745525.1,Scaffold,3365765
Streptomyces sp. NPDC087212,29,GCF_044744925.1,Scaffold,3365766
Streptomyces sp. NPDC087215,39,GCF_044744885.1,Scaffold,3365767
Streptomyces sp. NPDC087216,43,GCF_044744845.1,Scaffold,3365768
Streptomyces sp. NPDC087218,91,GCF_044744825.1,Scaffold,3365769
Streptomyces sp. NPDC087219,30,GCF_044744745.1,Scaffold,3365770
Streptomyces sp. NPDC087226,38,GCF_044744765.1,Scaffold,3365771
Streptomyces sp. NPDC087228,90,GCF_044744705.1,Scaffold,3365772
Streptomyces sp. NPDC087263,41,GCF_044744645.1,Scaffold,3365773
Streptomyces sp. NPDC087270,52,GCF_044744625.1,Scaffold,3365774
Streptomyces sp. NPDC087272,74,GCF_044744585.1,Scaffold,3365775
Streptomyces sp. NPDC087290,67,GCF_044744525.1,Scaffold,3365776
Streptomyces sp. NPDC087294,58,GCF_044744565.1,Scaffold,3365777
Streptomyces sp. NPDC087297,38,GCF_044744495.1,Scaffold,3365778
Streptomyces sp. NPDC087298,57,GCF_044744465.1,Scaffold,3365779
Streptomyces sp. NPDC087300,38,GCF_044744425.1,Scaffold,3365780
Streptomyces sp. NPDC087305,17,GCF_044744385.1,Scaffold,3365781
Streptomyces sp. NPDC087307,73,GCF_044744435.1,Scaffold,3365782
Streptomyces sp. NPDC087310,21,GCF_044744405.1,Scaffold,3365783
Streptomyces sp. NPDC087317,73,GCF_044744325.1,Scaffold,3365784
Streptomyces sp. NPDC087420,45,GCF_044744165.1,Scaffold,3365785
Streptomyces sp. NPDC087422,29,GCF_044744145.1,Scaffold,3365786
Streptomyces sp. NPDC087425,64,GCF_044744125.1,Scaffold,3365787
Streptomyces sp. NPDC087428,45,GCF_044744085.1,Scaffold,3365788
Streptomyces sp. NPDC087437,134,GCF_044744065.1,Scaffold,3365789
Streptomyces sp. NPDC087440,63,GCF_044744005.1,Scaffold,3365790
Streptomyces sp. NPDC087511,68,GCF_044743965.1,Scaffold,3365792
Streptomyces sp. NPDC087512,114,GCF_040685935.1,Scaffold,3155059
Streptomyces sp. NPDC087525,24,GCF_044743925.1,Scaffold,3365793
Streptomyces sp. NPDC087529,75,GCF_044743905.1,Scaffold,3365794
Streptomyces sp. NPDC087532,120,GCF_044743875.1,Scaffold,3365795
Streptomyces sp. NPDC087534,20,GCF_044743855.1,Scaffold,3365796
Streptomyces sp. NPDC087538,139,GCF_044743815.1,Scaffold,3365797
Streptomyces sp. NPDC087539,66,GCF_044743755.1,Scaffold,3365798
Streptomyces sp. NPDC087568,132,GCF_044743795.1,Scaffold,3365799
Streptomyces sp. NPDC087658,114,GCF_044743325.1,Scaffold,3365800
Streptomyces sp. NPDC087659,253,GCF_044743345.1,Scaffold,3365801
Streptomyces sp. NPDC087769,74,GCF_044743105.1,Scaffold,3365802
Streptomyces sp. NPDC087787,76,GCF_044743035.1,Scaffold,3365803
Streptomyces sp. NPDC087843,56,GCF_044742805.1,Scaffold,3365804
Streptomyces sp. NPDC087844,74,GCF_044742785.1,Scaffold,3365805
Streptomyces sp. NPDC087845,59,GCF_044742755.1,Scaffold,3365806
Streptomyces sp. NPDC087846,48,GCF_044742745.1,Scaffold,3365807
Streptomyces sp. NPDC087849,63,GCF_044742675.1,Scaffold,3365808
Streptomyces sp. NPDC087850,657,GCF_044742695.1,Scaffold,3365809
Streptomyces sp. NPDC087851,19,GCF_044742665.1,Scaffold,3365810
Streptomyces sp. NPDC087856,27,GCF_044742635.1,Scaffold,3365811
Streptomyces sp. NPDC087859,49,GCF_044742595.1,Scaffold,3365812
Streptomyces sp. NPDC087862,53,GCF_044742535.1,Scaffold,3365813
Streptomyces sp. NPDC087864,25,GCF_044742475.1,Scaffold,3365814
Streptomyces sp. NPDC087866,25,GCF_044742425.1,Scaffold,3365815
Streptomyces sp. NPDC087894,69,GCF_044742355.1,Scaffold,3365816
Streptomyces sp. NPDC087897,53,GCF_044742245.1,Scaffold,3365817
Streptomyces sp. NPDC087901,58,GCF_044742205.1,Scaffold,3365818
Streptomyces sp. NPDC087903,24,GCF_044742165.1,Scaffold,3365819
Streptomyces sp. NPDC087908,63,GCF_044742145.1,Scaffold,3365820
Streptomyces sp. NPDC087917,63,GCF_040685985.1,Scaffold,3155060
Streptomyces sp. NPDC088019,50,GCF_044741885.1,Scaffold,3365821
Streptomyces sp. NPDC088090,120,GCF_044900705.1,Scaffold,3365822
Streptomyces sp. NPDC088097,36,GCF_044741845.1,Scaffold,3365823
Streptomyces sp. NPDC088106,146,GCF_040685915.1,Scaffold,3154867
Streptomyces sp. NPDC088115,48,GCF_044741825.1,Scaffold,3365824
Streptomyces sp. NPDC088116,28,GCF_044741745.1,Scaffold,3365825
Streptomyces sp. NPDC088124,146,GCF_040685895.1,Scaffold,3154654
Streptomyces sp. NPDC088131,40,GCF_044741725.1,Scaffold,3365826
Streptomyces sp. NPDC088135,863,GCF_040685875.1,Scaffold,3160993
Streptomyces sp. NPDC088137,72,GCF_044741665.1,Scaffold,3365827
Streptomyces sp. NPDC088139,62,GCF_044741645.1,Scaffold,3365828
Streptomyces sp. NPDC088141,192,GCF_040685855.1,Scaffold,3155179
Streptomyces sp. NPDC088146,65,GCF_044741625.1,Scaffold,3365829
Streptomyces sp. NPDC088147,20,GCF_044741565.1,Scaffold,3365830
Streptomyces sp. NPDC088156,33,GCF_044741605.1,Scaffold,3365831
Streptomyces sp. NPDC088157,26,GCF_044741545.1,Scaffold,3365832
Streptomyces sp. NPDC088166,106,GCF_044741425.1,Scaffold,3365833
Streptomyces sp. NPDC088170,53,GCF_044741365.1,Scaffold,3365834
Streptomyces sp. NPDC088175,97,GCF_044741345.1,Scaffold,3365835
Streptomyces sp. NPDC088178,277,GCF_044741325.1,Scaffold,3365836
Streptomyces sp. NPDC088180,58,GCF_044741285.1,Scaffold,3365837
Streptomyces sp. NPDC088182,25,GCF_044741305.1,Scaffold,3365838
Streptomyces sp. NPDC088183,133,GCF_040685795.1,Scaffold,3160992
Streptomyces sp. NPDC088184,440,GCF_040685835.1,Scaffold,3160991
Streptomyces sp. NPDC088190,33,GCF_044741205.1,Scaffold,3365839
Streptomyces sp. NPDC088194,218,GCF_040702025.1,Scaffold,3154931
Streptomyces sp. NPDC088196,106,GCF_040702045.1,Scaffold,3154868
Streptomyces sp. NPDC088197,36,GCF_044741185.1,Scaffold,3365840
Streptomyces sp. NPDC088244,48,GCF_044741045.1,Scaffold,3365841
Streptomyces sp. NPDC088246,187,GCF_044741025.1,Scaffold,3365842
Streptomyces sp. NPDC088249,98,GCF_044740975.1,Scaffold,3365843
Streptomyces sp. NPDC088251,107,GCF_044741005.1,Scaffold,3365844
Streptomyces sp. NPDC088252,77,GCF_044740965.1,Scaffold,3365845
Streptomyces sp. NPDC088253,67,GCF_044740945.1,Scaffold,3365846
Streptomyces sp. NPDC088254,24,GCF_044740925.1,Scaffold,3365847
Streptomyces sp. NPDC088256,73,GCF_044740865.1,Scaffold,3365848
Streptomyces sp. NPDC088258,17,GCF_044740845.1,Scaffold,3365849
Streptomyces sp. NPDC088260,64,GCF_044740885.1,Scaffold,3365850
Streptomyces sp. NPDC088261,34,GCF_044740805.1,Scaffold,3365851
Streptomyces sp. NPDC088270,362,GCF_040685735.1,Scaffold,3160990
Streptomyces sp. NPDC088337,93,GCF_044740785.1,Scaffold,3365852
Streptomyces sp. NPDC088341,107,GCF_040685595.1,Scaffold,3154870
Streptomyces sp. NPDC088348,46,GCF_044753605.1,Scaffold,3365853
Streptomyces sp. NPDC088350,35,GCF_044753545.1,Scaffold,3365854
Streptomyces sp. NPDC088353,112,GCF_044753565.1,Scaffold,3365855
Streptomyces sp. NPDC088354,176,GCF_044753585.1,Scaffold,3365856
Streptomyces sp. NPDC088357,321,GCF_040685535.1,Scaffold,3154655
Streptomyces sp. NPDC088358,42,GCF_044753525.1,Scaffold,3365857
Streptomyces sp. NPDC088360,240,GCF_040701965.1,Scaffold,3154515
Streptomyces sp. NPDC088386,100,GCF_044753415.1,Scaffold,3365858
Streptomyces sp. NPDC088387,34,GCF_044753385.1,Scaffold,3365859
Streptomyces sp. NPDC088394,77,GCF_044753405.1,Scaffold,3365860
Streptomyces sp. NPDC088400,36,GCF_044753355.1,Scaffold,3365861
Streptomyces sp. NPDC088443,26,GCF_044753285.1,Scaffold,3365862
Streptomyces sp. NPDC088553,24,GCF_044752965.1,Scaffold,3365864
Streptomyces sp. NPDC088554,106,GCF_044752945.1,Scaffold,3365865
Streptomyces sp. NPDC088555,48,GCF_044752925.1,Scaffold,3365866
Streptomyces sp. NPDC088557,58,GCF_044752885.1,Scaffold,3365867
Streptomyces sp. NPDC088560,207,GCF_044752845.1,Scaffold,3365868
Streptomyces sp. NPDC088674,20,GCF_044752785.1,Scaffold,3365869
Streptomyces sp. NPDC088706,50,GCF_044752765.1,Scaffold,3365870
Streptomyces sp. NPDC088707,32,GCF_044752725.1,Scaffold,3365871
Streptomyces sp. NPDC088719,46,GCF_044752665.1,Scaffold,3365872
Streptomyces sp. NPDC088725,24,GCF_044751305.1,Scaffold,3365873
Streptomyces sp. NPDC088726,57,GCF_044751325.1,Scaffold,3365874
Streptomyces sp. NPDC088727,38,GCF_044751285.1,Scaffold,3365875
Streptomyces sp. NPDC088729,53,GCF_044751245.1,Scaffold,3365876
Streptomyces sp. NPDC088730,41,GCF_044751215.1,Scaffold,3365877
Streptomyces sp. NPDC088731,55,GCF_044751265.1,Scaffold,3365878
Streptomyces sp. NPDC088732,72,GCF_044751205.1,Scaffold,3365879
Streptomyces sp. NPDC088733,72,GCF_044751185.1,Scaffold,3365880
Streptomyces sp. NPDC088736,30,GCF_044751165.1,Scaffold,3365881
Streptomyces sp. NPDC088739,62,GCF_044751125.1,Scaffold,3365882
Streptomyces sp. NPDC088740,58,GCF_044751145.1,Scaffold,3365883
Streptomyces sp. NPDC088744,58,GCF_040701925.1,Scaffold,3155061
Streptomyces sp. NPDC088745,42,GCF_044751045.1,Scaffold,3365884
Streptomyces sp. NPDC088746,19,GCF_044751065.1,Scaffold,3365885
Streptomyces sp. NPDC088747,38,GCF_044751025.1,Scaffold,3365886
Streptomyces sp. NPDC088748,122,GCF_044751005.1,Scaffold,3365887
Streptomyces sp. NPDC088752,81,GCF_040685415.1,Scaffold,3154963
Streptomyces sp. NPDC088755,64,GCF_044750945.1,Scaffold,3365888
Streptomyces sp. NPDC088757,36,GCF_044750985.1,Scaffold,3365889
Streptomyces sp. NPDC088760,39,GCF_044750955.1,Scaffold,3365890
Streptomyces sp. NPDC088762,42,GCF_044750905.1,Scaffold,3365891
Streptomyces sp. NPDC088763,21,GCF_044750865.1,Scaffold,3365892
Streptomyces sp. NPDC088766,65,GCF_044750845.1,Scaffold,3365893
Streptomyces sp. NPDC088768,21,GCF_044750805.1,Scaffold,3365894
Streptomyces sp. NPDC088770,66,GCF_044750785.1,Scaffold,3365895
Streptomyces sp. NPDC088775,82,GCF_044750745.1,Scaffold,3365896
Streptomyces sp. NPDC088785,36,GCF_044750685.1,Scaffold,3365897
Streptomyces sp. NPDC088788,75,GCF_044750645.1,Scaffold,3365898
Streptomyces sp. NPDC088789,88,GCF_044750585.1,Scaffold,3365899
Streptomyces sp. NPDC088794,46,GCF_044750545.1,Scaffold,3365902
Streptomyces sp. NPDC088801,67,GCF_044750465.1,Scaffold,3365903
Streptomyces sp. NPDC088810,32,GCF_044750305.1,Scaffold,3365904
Streptomyces sp. NPDC088812,104,GCF_044750285.1,Scaffold,3365905
Streptomyces sp. NPDC088816,76,GCF_044750265.1,Scaffold,3365906
Streptomyces sp. NPDC088817,52,GCF_044750345.1,Scaffold,3365907
Streptomyces sp. NPDC088846,71,GCF_044750125.1,Scaffold,3365908
Streptomyces sp. NPDC088847,61,GCF_044750145.1,Scaffold,3365909
Streptomyces sp. NPDC088864,33,GCF_044750085.1,Scaffold,3365910
Streptomyces sp. NPDC088910,34,GCF_044749865.1,Scaffold,3365911
Streptomyces sp. NPDC088915,53,GCF_044749825.1,Scaffold,3365912
Streptomyces sp. NPDC088921,133,GCF_040685365.1,Scaffold,3155062
Streptomyces sp. NPDC088922,57,GCF_040685335.1,Scaffold,3156671
Streptomyces sp. NPDC088923,17,GCF_044749745.1,Scaffold,3365913
Streptomyces sp. NPDC088925,24,GCF_044749725.1,Scaffold,3365914
Streptomyces sp. NPDC088928,74,GCF_044749685.1,Scaffold,3365915
Streptomyces sp. NPDC088935,35,GCF_044749625.1,Scaffold,3365916
Streptomyces sp. NPDC089173,38,GCF_040701865.1,Scaffold,3154965
Streptomyces sp. NPDC089424,19,GCF_044749345.1,Scaffold,3365917
Streptomyces sp. NPDC089733,230,GCF_044748885.1,Scaffold,3365918
Streptomyces sp. NPDC089795,339,GCF_040684775.1,Scaffold,3155297
Streptomyces sp. NPDC089799,88,GCF_040684755.1,Scaffold,3155066
Streptomyces sp. NPDC089915,440,GCF_040684675.1,Scaffold,3155186
Streptomyces sp. NPDC089919,229,GCF_040684615.1,Scaffold,3155188
Streptomyces sp. NPDC089922,120,GCF_040684575.1,Scaffold,3155189
Streptomyces sp. NPDC090021,105,GCF_044748225.1,Scaffold,3365919
Streptomyces sp. NPDC090022,70,GCF_044748145.1,Scaffold,3365920
Streptomyces sp. NPDC090023,31,GCF_044748185.1,Scaffold,3365921
Streptomyces sp. NPDC090025,32,GCF_044748125.1,Scaffold,3365922
Streptomyces sp. NPDC090026,107,GCF_044748165.1,Scaffold,3365923
Streptomyces sp. NPDC090029,136,GCF_044748105.1,Scaffold,3365924
Streptomyces sp. NPDC090032,42,GCF_044748025.1,Scaffold,3365925
Streptomyces sp. NPDC090036,32,GCF_044747965.1,Scaffold,3365926
Streptomyces sp. NPDC090045,47,GCF_044747975.1,Scaffold,3365927
Streptomyces sp. NPDC090046,56,GCF_044747905.1,Scaffold,3365928
Streptomyces sp. NPDC090048,33,GCF_044747865.1,Scaffold,3365929
Streptomyces sp. NPDC090051,32,GCF_044747805.1,Scaffold,3365930
Streptomyces sp. NPDC090052,32,GCF_044747825.1,Scaffold,3365931
Streptomyces sp. NPDC090053,39,GCF_044747785.1,Scaffold,3365932
Streptomyces sp. NPDC090054,84,GCF_044747725.1,Scaffold,3365933
Streptomyces sp. NPDC090056,73,GCF_044747765.1,Scaffold,3365934
Streptomyces sp. NPDC090057,17,GCF_044747705.1,Scaffold,3365935
Streptomyces sp. NPDC090073,32,GCF_044747605.1,Scaffold,3365936
Streptomyces sp. NPDC090075,53,GCF_044747525.1,Scaffold,3365937
Streptomyces sp. NPDC090077,73,GCF_044747545.1,Scaffold,3365938
Streptomyces sp. NPDC090080,56,GCF_044747465.1,Scaffold,3365939
Streptomyces sp. NPDC090082,34,GCF_044747485.1,Scaffold,3365940
Streptomyces sp. NPDC090083,29,GCF_044747445.1,Scaffold,3365941
Streptomyces sp. NPDC090084,21,GCF_044747505.1,Scaffold,3365942
Streptomyces sp. NPDC090085,53,GCF_044747425.1,Scaffold,3365943
Streptomyces sp. NPDC090088,25,GCF_044747345.1,Scaffold,3365944
Streptomyces sp. NPDC090093,32,GCF_044747385.1,Scaffold,3365945
Streptomyces sp. NPDC090106,55,GCF_044747265.1,Scaffold,3365946
Streptomyces sp. NPDC090108,16,GCF_044747185.1,Scaffold,3365947
Streptomyces sp. NPDC090109,66,GCF_044747165.1,Scaffold,3365948
Streptomyces sp. NPDC090112,78,GCF_044747195.1,Scaffold,3365949
Streptomyces sp. NPDC090114,44,GCF_044747125.1,Scaffold,3365950
Streptomyces sp. NPDC090119,13,GCF_044747085.1,Scaffold,3365951
Streptomyces sp. NPDC090126,38,GCF_044746955.1,Scaffold,3365952
Streptomyces sp. NPDC090127,21,GCF_044746945.1,Scaffold,3365953
Streptomyces sp. NPDC090131,62,GCF_044746905.1,Scaffold,3365954
Streptomyces sp. NPDC090132,37,GCF_044746885.1,Scaffold,3365955
Streptomyces sp. NPDC090133,46,GCF_044746865.1,Scaffold,3365956
Streptomyces sp. NPDC090135,73,GCF_044746845.1,Scaffold,3365957
Streptomyces sp. NPDC090231,72,GCF_044772345.1,Scaffold,3365958
Streptomyces sp. NPDC090298,20,GCF_044769575.1,Scaffold,3365959
Streptomyces sp. NPDC090301,111,GCF_040684515.1,Scaffold,3154975
Streptomyces sp. NPDC090303,37,GCF_044769505.1,Scaffold,3365960
Streptomyces sp. NPDC090306,61,GCF_044769425.1,Scaffold,3365961
Streptomyces sp. NPDC090442,293,GCF_044769405.1,Scaffold,3365962
Streptomyces sp. NPDC090445,90,GCF_044769385.1,Scaffold,3365963
Streptomyces sp. NPDC090493,90,GCF_044769285.1,Scaffold,3365964
Streptomyces sp. NPDC090499,63,GCF_044769305.1,Scaffold,3365965
Streptomyces sp. NPDC090621,27,GCF_044769065.1,Scaffold,3365966
Streptomyces sp. NPDC090741,53,GCF_044769045.1,Scaffold,3365967
Streptomyces sp. NPDC090798,74,GCF_044768965.1,Scaffold,3365968
Streptomyces sp. NPDC090994,57,GCF_044768905.1,Scaffold,3365969
Streptomyces sp. NPDC091025,28,GCF_044768845.1,Scaffold,3365970
Streptomyces sp. NPDC091027,32,GCF_044768825.1,Scaffold,3365971
Streptomyces sp. NPDC091040,16,GCF_044768805.1,Scaffold,3365972
Streptomyces sp. NPDC091046,26,GCF_044768785.1,Scaffold,3365973
Streptomyces sp. NPDC091201,63,GCF_040684475.1,Scaffold,3155190
Streptomyces sp. NPDC091204,86,GCF_040684485.1,Scaffold,3155299
Streptomyces sp. NPDC091209,38,GCF_044757755.1,Scaffold,3365974
Streptomyces sp. NPDC091215,249,GCF_040684455.1,Scaffold,3155192
Streptomyces sp. NPDC091217,115,GCF_044768605.1,Scaffold,3365975
Streptomyces sp. NPDC091219,60,GCF_040701825.1,Scaffold,3155193
Streptomyces sp. NPDC091259,217,GCF_044757575.1,Scaffold,3365976
Streptomyces sp. NPDC091263,69,GCF_040701745.1,Scaffold,3155194
Streptomyces sp. NPDC091265,33,GCF_044757615.1,Scaffold,3365977
Streptomyces sp. NPDC091266,23,GCF_044757555.1,Scaffold,3365978
Streptomyces sp. NPDC091267,69,GCF_040684375.1,Scaffold,3155195
Streptomyces sp. NPDC091268,25,GCF_044757595.1,Scaffold,3365979
Streptomyces sp. NPDC091271,14,GCF_044757505.1,Scaffold,3365980
Streptomyces sp. NPDC091272,31,GCF_044757485.1,Scaffold,3365981
Streptomyces sp. NPDC091273,38,GCF_044757445.1,Scaffold,3365982
Streptomyces sp. NPDC091278,110,GCF_040701765.1,Scaffold,3155301
Streptomyces sp. NPDC091279,25,GCF_044757465.1,Scaffold,3365983
Streptomyces sp. NPDC091280,49,GCF_044768565.1,Scaffold,3365984
Streptomyces sp. NPDC091281,32,GCF_044757425.1,Scaffold,3365985
Streptomyces sp. NPDC091282,22,GCF_044757385.1,Scaffold,3365986
Streptomyces sp. NPDC091283,20,GCF_044757405.1,Scaffold,3365987
Streptomyces sp. NPDC091287,55,GCF_044768525.1,Scaffold,3365988
Streptomyces sp. NPDC091289,61,GCF_044757365.1,Scaffold,3365989
Streptomyces sp. NPDC091290,44,GCF_044757345.1,Scaffold,3365990
Streptomyces sp. NPDC091292,59,GCF_044757265.1,Scaffold,3365991
Streptomyces sp. NPDC091294,24,GCF_044757245.1,Scaffold,3365992
Streptomyces sp. NPDC091299,105,GCF_040684335.1,Scaffold,3155302
Streptomyces sp. NPDC091368,19,GCF_044757125.1,Scaffold,3365993
Streptomyces sp. NPDC091371,122,GCF_040684275.1,Scaffold,3155303
Streptomyces sp. NPDC091376,76,GCF_044757085.1,Scaffold,3365994
Streptomyces sp. NPDC091377,64,GCF_044757045.1,Scaffold,3365995
Streptomyces sp. NPDC091383,27,GCF_044756975.1,Scaffold,3365996
Streptomyces sp. NPDC091385,19,GCF_044757005.1,Scaffold,3365997
Streptomyces sp. NPDC091387,56,GCF_044756945.1,Scaffold,3365998
Streptomyces sp. NPDC091389,37,GCF_044759235.1,Scaffold,3365999
Streptomyces sp. NPDC091405,11,GCF_044756925.1,Scaffold,3366000
Streptomyces sp. NPDC091406,12,GCF_044756905.1,Scaffold,3366001
Streptomyces sp. NPDC091412,64,GCF_044756885.1,Scaffold,3366002
Streptomyces sp. NPDC091416,68,GCF_044756845.1,Scaffold,3366003
Streptomyces sp. NPDC091649,48,GCF_044756785.1,Scaffold,3366004
Streptomyces sp. NPDC091682,69,GCF_044756625.1,Scaffold,3366005
Streptomyces sp. NPDC091879,24,GCF_044756445.1,Scaffold,3366006
Streptomyces sp. NPDC091972,35,GCF_044756385.1,Scaffold,3366007
Streptomyces sp. NPDC092045,48,GCF_044756005.1,Scaffold,3366008
Streptomyces sp. NPDC092046,38,GCF_044755985.1,Scaffold,3366009
Streptomyces sp. NPDC092129,77,GCF_044755705.1,Scaffold,3366010
Streptomyces sp. NPDC092295,33,GCF_044755445.1,Scaffold,3366011
Streptomyces sp. NPDC092296,40,GCF_044755465.1,Scaffold,3366012
Streptomyces sp. NPDC092307,58,GCF_044755385.1,Scaffold,3366013
Streptomyces sp. NPDC092359,47,GCF_044755205.1,Scaffold,3366014
Streptomyces sp. NPDC092369,17,GCF_044755245.1,Scaffold,3366015
Streptomyces sp. NPDC092370,33,GCF_044755265.1,Scaffold,3366016
Streptomyces sp. NPDC092903,54,GCF_044754885.1,Scaffold,3366017
Streptomyces sp. NPDC092952,66,GCF_044754785.1,Scaffold,3366018
Streptomyces sp. NPDC093018,49,GCF_040684035.1,Scaffold,3155067
Streptomyces sp. NPDC093023,52,GCF_040684015.1,Scaffold,3156672
Streptomyces sp. NPDC093060,63,GCF_044754625.1,Scaffold,3366019
Streptomyces sp. NPDC093064,163,GCF_044754605.1,Scaffold,3366020
Streptomyces sp. NPDC093065,71,GCF_044754585.1,Scaffold,3366021
Streptomyces sp. NPDC093071,21,GCF_044754545.1,Scaffold,3366022
Streptomyces sp. NPDC093084,35,GCF_040683975.1,Scaffold,3155197
Streptomyces sp. NPDC093085,28,GCF_040683935.1,Scaffold,3155068
Streptomyces sp. NPDC093088,38,GCF_044754425.1,Scaffold,3366023
Streptomyces sp. NPDC093089,42,GCF_044754405.1,Scaffold,3366024
Streptomyces sp. NPDC093093,66,GCF_044754385.1,Scaffold,3366025
